N_qubits,beta,gamma,Prof_p,N_mc,Toler,Learning rate,Tiempo ejecucion,Primer minimo,Δ True Min
2,0.3,0.01,3,100,0.05,0.5,27.7157,1.3,0.17749999999999977
2,0.3,0.01,4,50,0.05,0.5,12.9247,2.6,1.4774999999999996
2,0.3,0.01,4,100,0.05,0.5,26.8858,1.4,0.27749999999999986
2,0.1,0.5,2,50,0.05,0.5,13.3327,2.0,0.8774999999999997
2,0.1,0.5,2,100,0.05,0.5,22.7478,1.9,0.7774999999999996
2,0.1,0.5,3,50,0.05,0.5,11.7517,0.8,0.3225
2,0.1,0.5,3,100,0.05,0.5,27.2847,1.2,0.0774999999999999
2,0.1,0.5,4,50,0.05,0.5,14.0377,0.9,0.22250000000000003
2,0.1,0.5,4,100,0.05,0.5,27.5787,2.2,1.0774999999999997
2,0.1,0.25,2,50,0.05,0.5,11.2507,2.8,1.6774999999999998
2,0.1,0.25,2,100,0.05,0.5,28.1877,1.6,0.4774999999999998
2,0.1,0.25,3,50,0.05,0.5,11.3547,2.0,0.8774999999999997
2,0.1,0.25,3,100,0.05,0.5,26.7607,2.1,0.9774999999999996
2,0.1,0.25,4,50,0.05,0.5,11.7707,2.0,0.8774999999999997
2,0.1,0.25,4,100,0.05,0.5,31.2297,1.2,0.0774999999999999
2,0.1,0.1,2,50,0.05,0.5,15.2367,1.1,0.022499999999999964
2,0.1,0.1,2,100,0.05,0.5,25.5847,2.1,0.9774999999999996
2,0.1,0.1,3,50,0.05,0.5,12.9788,2.4,1.2774999999999994
2,0.1,0.1,3,100,0.05,0.5,26.9647,2.6,1.4774999999999996
2,0.1,0.1,4,50,0.05,0.5,10.7767,1.8,0.6774999999999998
2,0.1,0.1,4,100,0.05,0.5,27.3057,1.9,0.7774999999999996
2,0.1,0.05,2,50,0.05,0.5,13.3177,2.3,1.1774999999999998
2,0.1,0.05,2,100,0.05,0.5,25.8327,2.5,1.3775
2,0.1,0.05,3,50,0.05,0.5,14.1458,1.1,0.022499999999999964
2,0.1,0.05,3,100,0.05,0.5,25.1447,2.2,1.0774999999999997
2,0.1,0.05,4,50,0.05,0.5,13.3767,2.5,1.3775
2,0.1,0.05,4,100,0.05,0.5,25.3207,2.7,1.5774999999999992
2,0.1,0.01,2,50,0.05,0.5,12.9407,2.7,1.5774999999999992
2,0.1,0.01,2,100,0.05,0.5,26.9558,2.7,1.5774999999999992
2,0.1,0.01,3,50,0.05,0.5,14.0387,1.5,0.37749999999999995
2,0.1,0.01,3,100,0.05,0.5,29.9278,1.5,0.37749999999999995
2,0.1,0.01,4,50,0.05,0.5,12.6787,2.2,1.0774999999999997
2,0.1,0.01,4,100,0.05,0.5,30.5117,1.3,0.17749999999999977
3,0.5,0.5,2,50,0.05,0.5,38.8607,1.1,0.022499999999999964
3,0.5,0.5,2,100,0.05,0.5,72.3307,2.7,1.5774999999999992
3,0.5,0.5,3,50,0.05,0.5,26.4917,1.3,0.17749999999999977
3,0.5,0.5,3,100,0.05,0.5,65.6977,2.5,1.3775
3,0.5,0.5,4,50,0.05,0.5,40.8117,1.2,0.0774999999999999
3,0.5,0.5,4,100,0.05,0.5,83.1307,2.4,1.2774999999999994
3,0.5,0.25,2,50,0.05,0.5,29.8957,2.2,1.0774999999999997
3,0.5,0.25,2,100,0.05,0.5,59.1387,2.7,1.5774999999999992
3,0.5,0.25,3,50,0.05,0.5,32.5896,1.4,0.27749999999999986
3,0.5,0.25,3,100,0.05,0.5,75.3827,2.8,1.6774999999999998
3,0.5,0.25,4,50,0.05,0.5,33.0137,1.0,0.12250000000000005
3,0.5,0.25,4,100,0.05,0.5,69.0137,2.2,1.0774999999999997
3,0.5,0.1,2,50,0.05,0.5,34.7266,2.5,1.3775
3,0.5,0.1,2,100,0.05,0.5,65.9517,2.2,1.0774999999999997
3,0.5,0.1,3,50,0.05,0.5,40.9028,2.1,0.9774999999999996
3,0.5,0.1,3,100,0.05,0.5,85.2936,2.1,0.9774999999999996
3,0.5,0.1,4,50,0.05,0.5,40.4967,2.6,1.4774999999999996
3,0.5,0.1,4,100,0.05,0.5,76.2597,0.9,0.22250000000000003
3,0.5,0.05,2,50,0.05,0.5,36.6514,0.9,0.22250000000000003
3,0.5,0.05,2,100,0.05,0.5,77.7889,2.0,0.8774999999999997
3,0.5,0.05,3,50,0.05,0.5,38.0626,1.1,0.022499999999999964
3,0.5,0.05,3,100,0.05,0.5,68.5858,2.5,1.3775
3,0.5,0.05,4,50,0.05,0.5,33.6186,2.0,0.8774999999999997
3,0.5,0.05,4,100,0.05,0.5,65.4137,2.0,0.8774999999999997
3,0.5,0.01,2,50,0.05,0.5,32.3217,1.4,0.27749999999999986
3,0.5,0.01,2,100,0.05,0.5,67.8887,2.1,0.9774999999999996
3,0.5,0.01,3,50,0.05,0.5,36.8827,1.3,0.17749999999999977
3,0.5,0.01,3,100,0.05,0.5,63.5507,1.6,0.4774999999999998
3,0.5,0.01,4,50,0.05,0.5,38.8057,1.4,0.27749999999999986
3,0.5,0.01,4,100,0.05,0.5,69.6087,2.3,1.1774999999999998
3,0.3,0.5,2,50,0.05,0.5,33.4051,2.2,1.0774999999999997
3,0.3,0.5,2,100,0.05,0.5,71.535,1.6,0.4774999999999998
3,0.3,0.5,3,50,0.05,0.5,35.7551,0.8,0.3225
3,0.3,0.5,3,100,0.05,0.5,78.4127,1.6,0.4774999999999998
3,0.3,0.5,4,50,0.05,0.5,37.5817,2.3,1.1774999999999998
3,0.3,0.5,4,100,0.05,0.5,70.8537,1.7,0.5774999999999997
3,0.3,0.25,2,50,0.05,0.5,32.4307,2.6,1.4774999999999996
3,0.3,0.25,2,100,0.05,0.5,65.2425,2.4,1.2774999999999994
3,0.3,0.25,3,50,0.05,0.5,36.1768,2.2,1.0774999999999997
3,0.3,0.25,3,100,0.05,0.5,80.1277,2.5,1.3775
3,0.3,0.25,4,50,0.05,0.5,31.4954,2.6,1.4774999999999996
3,0.3,0.25,4,100,0.05,0.5,69.913,2.0,0.8774999999999997
3,0.3,0.1,2,50,0.05,0.5,33.0618,1.1,0.022499999999999964
3,0.3,0.1,2,100,0.05,0.5,68.4536,1.5,0.37749999999999995
3,0.3,0.1,3,50,0.05,0.5,29.5417,1.6,0.4774999999999998
3,0.3,0.1,3,100,0.05,0.5,73.0837,2.5,1.3775
3,0.3,0.1,4,50,0.05,0.5,36.7087,1.3,0.17749999999999977
3,0.3,0.1,4,100,0.05,0.5,77.9127,2.3,1.1774999999999998
3,0.3,0.05,2,50,0.05,0.5,39.5447,2.0,0.8774999999999997
3,0.3,0.05,2,100,0.05,0.5,76.0137,0.9,0.22250000000000003
3,0.3,0.05,3,50,0.05,0.5,41.9196,2.4,1.2774999999999994
3,0.3,0.05,3,100,0.05,0.5,72.2247,1.9,0.7774999999999996
3,0.3,0.05,4,50,0.05,0.5,42.4007,2.6,1.4774999999999996
3,0.3,0.05,4,100,0.05,0.5,80.1487,1.6,0.4774999999999998
3,0.3,0.01,2,50,0.05,0.5,37.372,1.8,0.6774999999999998
3,0.3,0.01,2,100,0.05,0.5,64.2454,0.8,0.3225
3,0.3,0.01,3,50,0.05,0.5,35.0327,1.1,0.022499999999999964
3,0.3,0.01,3,100,0.05,0.5,74.7097,1.4,0.27749999999999986
3,0.3,0.01,4,50,0.05,0.5,38.1919,2.5,1.3775
3,0.3,0.01,4,100,0.05,0.5,73.9365,1.4,0.27749999999999986
3,0.1,0.5,2,50,0.05,0.5,33.8966,1.3,0.17749999999999977
3,0.1,0.5,2,100,0.05,0.5,75.9177,2.2,1.0774999999999997
3,0.1,0.5,3,50,0.05,0.5,33.7067,0.8,0.3225
3,0.1,0.5,3,100,0.05,0.5,61.9047,2.7,1.5774999999999992
3,0.1,0.5,4,50,0.05,0.5,32.8307,1.3,0.17749999999999977
3,0.1,0.5,4,100,0.05,0.5,55.7137,1.2,0.0774999999999999
3,0.1,0.25,2,50,0.05,0.5,41.1999,2.5,1.3775
3,0.1,0.25,2,100,0.05,0.5,80.6895,2.1,0.9774999999999996
3,0.1,0.25,3,50,0.05,0.5,34.8117,1.1,0.022499999999999964
3,0.1,0.25,3,100,0.05,0.5,69.1587,1.3,0.17749999999999977
3,0.1,0.25,4,50,0.05,0.5,29.4727,2.4,1.2774999999999994
3,0.1,0.25,4,100,0.05,0.5,62.8497,2.5,1.3775
3,0.1,0.1,2,50,0.05,0.5,39.8407,1.9,0.7774999999999996
3,0.1,0.1,2,100,0.05,0.5,77.6197,2.3,1.1774999999999998
3,0.1,0.1,3,50,0.05,0.5,38.7446,2.1,0.9774999999999996
3,0.1,0.1,3,100,0.05,0.5,66.6467,2.5,1.3775
3,0.1,0.1,4,50,0.05,0.5,32.0827,2.5,1.3775
3,0.1,0.1,4,100,0.05,0.5,69.8417,2.5,1.3775
3,0.1,0.05,2,50,0.05,0.5,38.7417,1.4,0.27749999999999986
3,0.1,0.05,2,100,0.05,0.5,72.1107,2.8,1.6774999999999998
3,0.1,0.05,3,50,0.05,0.5,37.2327,2.7,1.5774999999999992
3,0.1,0.05,3,100,0.05,0.5,64.9637,2.2,1.0774999999999997
3,0.1,0.05,4,50,0.05,0.5,35.7326,1.6,0.4774999999999998
3,0.1,0.05,4,100,0.05,0.5,70.1657,1.1,0.022499999999999964
3,0.1,0.01,2,50,0.05,0.5,35.9217,1.7,0.5774999999999997
3,0.1,0.01,2,100,0.05,0.5,70.7037,1.9,0.7774999999999996
3,0.1,0.01,3,50,0.05,0.5,37.7947,1.5,0.37749999999999995
3,0.1,0.01,3,100,0.05,0.5,75.2176,0.8,0.3225
3,0.1,0.01,4,50,0.05,0.5,35.8537,2.3,1.1774999999999998
3,0.1,0.01,4,100,0.05,0.5,82.6697,2.2,1.0774999999999997
4,0.5,0.5,2,50,0.05,0.5,90.3076,2.1,0.9774999999999996
4,0.5,0.5,2,100,0.05,0.5,187.2705,2.2,1.0774999999999997
4,0.5,0.5,3,50,0.05,0.5,89.2495,1.1,0.022499999999999964
4,0.5,0.5,3,100,0.05,0.5,168.2626,1.6,0.4774999999999998
4,0.5,0.5,4,50,0.05,0.5,93.1985,1.2,0.0774999999999999
4,0.5,0.5,4,100,0.05,0.5,165.0676,2.7,1.5774999999999992
4,0.5,0.25,2,50,0.05,0.5,74.4996,1.9,0.7774999999999996
4,0.5,0.25,2,100,0.05,0.5,167.3775,2.8,1.6774999999999998
4,0.5,0.25,3,50,0.05,0.5,93.1848,1.9,0.7774999999999996
4,0.5,0.25,3,100,0.05,0.5,162.3055,1.7,0.5774999999999997
4,0.5,0.25,4,50,0.05,0.5,85.9375,1.4,0.27749999999999986
4,0.5,0.25,4,100,0.05,0.5,141.7483,2.5,1.3775
4,0.5,0.1,2,50,0.05,0.5,100.2887,1.1,0.022499999999999964
4,0.5,0.1,2,100,0.05,0.5,173.4815,2.2,1.0774999999999997
4,0.5,0.1,3,50,0.05,0.5,87.0966,1.6,0.4774999999999998
4,0.5,0.1,3,100,0.05,0.5,163.0975,2.3,1.1774999999999998
4,0.5,0.1,4,50,0.05,0.5,108.7605,0.8,0.3225
4,0.5,0.1,4,100,0.05,0.5,269.1626,2.0,0.8774999999999997
4,0.5,0.05,2,50,0.05,0.5,112.2895,2.2,1.0774999999999997
4,0.5,0.05,2,100,0.05,0.5,191.9296,2.7,1.5774999999999992
4,0.5,0.05,3,50,0.05,0.5,116.8455,1.7,0.5774999999999997
4,0.5,0.05,3,100,0.05,0.5,263.8478,1.8,0.6774999999999998
4,0.5,0.05,4,50,0.05,0.5,157.4494,1.3,0.17749999999999977
4,0.5,0.05,4,100,0.05,0.5,231.9466,1.1,0.022499999999999964
4,0.5,0.01,2,50,0.05,0.5,86.7775,2.8,1.6774999999999998
4,0.5,0.01,2,100,0.05,0.5,194.2626,2.2,1.0774999999999997
4,0.5,0.01,3,50,0.05,0.5,105.4346,1.4,0.27749999999999986
4,0.5,0.01,3,100,0.05,0.5,170.1684,2.5,1.3775
4,0.5,0.01,4,50,0.05,0.5,86.0956,1.6,0.4774999999999998
4,0.5,0.01,4,100,0.05,0.5,189.2546,1.0,0.12250000000000005
4,0.3,0.5,2,50,0.05,0.5,86.4963,1.3,0.17749999999999977
4,0.3,0.5,2,100,0.05,0.5,141.5877,1.2,0.0774999999999999
4,0.3,0.5,3,50,0.05,0.5,84.3536,1.7,0.5774999999999997
4,0.3,0.5,3,100,0.05,0.5,186.2456,2.8,1.6774999999999998
4,0.3,0.5,4,50,0.05,0.5,104.0839,1.9,0.7774999999999996
4,0.3,0.5,4,100,0.05,0.5,225.9882,0.8,0.3225
4,0.3,0.25,2,50,0.05,0.5,71.0406,2.3,1.1774999999999998
4,0.3,0.25,2,100,0.05,0.5,124.7866,2.0,0.8774999999999997
4,0.3,0.25,3,50,0.05,0.5,71.7235,1.9,0.7774999999999996
4,0.3,0.25,3,100,0.05,0.5,111.9596,1.7,0.5774999999999997
4,0.3,0.25,4,50,0.05,0.5,77.9616,0.8,0.3225
4,0.3,0.25,4,100,0.05,0.5,169.3255,1.0,0.12250000000000005
4,0.3,0.1,2,50,0.05,0.5,86.3206,1.1,0.022499999999999964
4,0.3,0.1,2,100,0.05,0.5,152.9605,1.0,0.12250000000000005
4,0.3,0.1,3,50,0.05,0.5,79.4386,1.7,0.5774999999999997
4,0.3,0.1,3,100,0.05,0.5,168.1346,2.2,1.0774999999999997
4,0.3,0.1,4,50,0.05,0.5,99.5796,2.7,1.5774999999999992
4,0.3,0.1,4,100,0.05,0.5,207.2576,1.1,0.022499999999999964
4,0.3,0.05,2,50,0.05,0.5,88.4539,1.1,0.022499999999999964
4,0.3,0.05,2,100,0.05,0.5,183.1922,2.0,0.8774999999999997
4,0.3,0.05,3,50,0.05,0.5,91.9736,1.6,0.4774999999999998
4,0.3,0.05,3,100,0.05,0.5,205.3794,1.6,0.4774999999999998
4,0.3,0.05,4,50,0.05,0.5,113.3767,2.0,0.8774999999999997
4,0.3,0.05,4,100,0.05,0.5,264.5236,2.6,1.4774999999999996
4,0.3,0.01,2,50,0.05,0.5,83.7994,1.3,0.17749999999999977
4,0.3,0.01,2,100,0.05,0.5,157.1907,1.1,0.022499999999999964
4,0.3,0.01,3,50,0.05,0.5,81.1705,2.2,1.0774999999999997
4,0.3,0.01,3,100,0.05,0.5,177.8755,1.6,0.4774999999999998
4,0.3,0.01,4,50,0.05,0.5,88.6746,2.2,1.0774999999999997
4,0.3,0.01,4,100,0.05,0.5,166.4116,2.5,1.3775
4,0.1,0.5,2,50,0.05,0.5,120.5312,2.2,1.0774999999999997
4,0.1,0.5,2,100,0.05,0.5,199.2518,1.4,0.27749999999999986
4,0.1,0.5,3,50,0.05,0.5,89.9126,2.2,1.0774999999999997
4,0.1,0.5,3,100,0.05,0.5,179.7486,2.2,1.0774999999999997
4,0.1,0.5,4,50,0.05,0.5,68.9785,2.2,1.0774999999999997
4,0.1,0.5,4,100,0.05,0.5,140.3266,2.2,1.0774999999999997
4,0.1,0.25,2,50,0.05,0.5,74.7076,1.1,0.022499999999999964
4,0.1,0.25,2,100,0.05,0.5,172.2185,0.9,0.22250000000000003
4,0.1,0.25,3,50,0.05,0.5,79.6425,1.6,0.4774999999999998
4,0.1,0.25,3,100,0.05,0.5,152.7636,1.6,0.4774999999999998
4,0.1,0.25,4,50,0.05,0.5,75.3469,2.0,0.8774999999999997
4,0.1,0.25,4,100,0.05,0.5,154.8732,1.2,0.0774999999999999
4,0.1,0.1,2,50,0.05,0.5,110.1655,0.9,0.22250000000000003
4,0.1,0.1,2,100,0.05,0.5,171.9665,1.8,0.6774999999999998
4,0.1,0.1,3,50,0.05,0.5,96.4046,1.7,0.5774999999999997
4,0.1,0.1,3,100,0.05,0.5,183.1454,2.0,0.8774999999999997
4,0.1,0.1,4,50,0.05,0.5,105.4926,2.4,1.2774999999999994
4,0.1,0.1,4,100,0.05,0.5,204.6885,1.8,0.6774999999999998
4,0.1,0.05,2,50,0.05,0.5,81.0475,2.2,1.0774999999999997
4,0.1,0.05,2,100,0.05,0.5,195.4361,2.5,1.3775
4,0.1,0.05,3,50,0.05,0.5,97.585,2.8,1.6774999999999998
4,0.1,0.05,3,100,0.05,0.5,184.4425,2.2,1.0774999999999997
4,0.1,0.05,4,50,0.05,0.5,77.5476,1.2,0.0774999999999999
4,0.1,0.05,4,100,0.05,0.5,159.6245,2.1,0.9774999999999996
4,0.1,0.01,2,50,0.05,0.5,70.6315,2.1,0.9774999999999996
4,0.1,0.01,2,100,0.05,0.5,173.7615,2.1,0.9774999999999996
4,0.1,0.01,3,50,0.05,0.5,101.1856,1.4,0.27749999999999986
4,0.1,0.01,3,100,0.05,0.5,201.5066,1.8,0.6774999999999998
4,0.1,0.01,4,50,0.05,0.5,102.3705,0.9,0.22250000000000003
4,0.1,0.01,4,100,0.05,0.5,195.1166,2.2,1.0774999999999997
