N_iter,Min_dist,N_mc,Toler,Learning rate,Tiempo ejecucion,Primer minimo,Δ True Min,Segundo minimo,Δ True Min2
100,0.1,50,0.1,0.1,0.7851,-0.5933,0.4667,-0.9085,0.15150000000000008
100,0.1,50,0.1,0.05,0.0317,-1.0682,0.008199999999999985,1.1212,0.021199999999999886
100,0.1,50,0.1,0.01,0.0149,0.9,0.20000000000000007,1.3375,0.23749999999999982
100,0.1,50,0.1,0.0001,0.0114,1.4,0.2999999999999998,0.5,0.6000000000000001
100,0.1,50,0.05,0.1,0.8589,0.7605,0.33950000000000014,-1.2548,0.19479999999999986
100,0.1,50,0.05,0.05,0.0369,-1.0764,0.01639999999999997,1.1239,0.02389999999999981
100,0.1,50,0.05,0.01,0.028,-0.0,1.06,0.3,0.8
100,0.1,50,0.05,0.0001,0.0112,1.3,0.19999999999999996,-0.6,0.4600000000000001
100,0.1,50,0.01,0.1,0.9794,-1.2419,0.18189999999999995,0.8371,0.26290000000000013
100,0.1,50,0.01,0.05,0.0447,1.0934,0.006600000000000161,-1.0682,0.008199999999999985
100,0.1,50,0.01,0.01,0.0929,-1.0876,0.027599999999999847,1.1282,0.028200000000000003
100,0.1,50,0.01,0.0001,0.012,-1.8,0.74,-1.5,0.43999999999999995
100,0.1,50,0.0001,0.1,0.9909,-0.8593,0.2007000000000001,0.3152,0.7848000000000002
100,0.1,50,0.0001,0.05,0.089,1.0976,0.0024000000000001798,-1.0617,0.0017000000000000348
100,0.1,50,0.0001,0.01,0.2183,1.0979,0.0020999999999999908,-1.0614,0.0013999999999998458
100,0.1,50,0.0001,0.0001,0.98,0.5613,0.5387000000000001,-0.445,0.615
100,0.1,100,0.1,0.1,1.4695,1.1,0.0,1.3502,0.2502
100,0.1,100,0.1,0.05,0.064,-0.9969,0.06310000000000004,1.0778,0.022199999999999998
100,0.1,100,0.1,0.01,0.0312,-1.3,0.24,0.2,0.9000000000000001
100,0.1,100,0.1,0.0001,0.02,1.4,0.2999999999999998,0.6,0.5000000000000001
100,0.1,100,0.05,0.1,1.6487,1.1,0.0,0.8124,0.2876000000000001
100,0.1,100,0.05,0.05,0.0723,-1.0578,0.0021999999999999797,1.0778,0.022199999999999998
100,0.1,100,0.05,0.01,0.0553,-1.2134,0.15339999999999998,0.874,0.2260000000000001
100,0.1,100,0.05,0.0001,0.0188,0.9,0.20000000000000007,0.2,0.9000000000000001
100,0.1,100,0.01,0.1,1.8297,1.1,0.0,1.3472,0.24719999999999986
100,0.1,100,0.01,0.05,0.1082,1.0934,0.006600000000000161,-1.0566,0.0034000000000000696
100,0.1,100,0.01,0.01,0.1935,-1.0935,0.03349999999999986,1.1211,0.021099999999999897
100,0.1,100,0.01,0.0001,0.0221,-1.2,0.1399999999999999,0.7,0.40000000000000013
100,0.1,100,0.0001,0.1,1.9863,1.3553,0.25529999999999986,0.3484,0.7516
100,0.1,100,0.0001,0.05,0.2102,1.0976,0.0024000000000001798,-1.0617,0.0017000000000000348
100,0.1,100,0.0001,0.01,0.4706,1.0973,0.0027000000000001467,-1.0621,0.0020999999999999908
100,0.1,100,0.0001,0.0001,1.8548,-0.6531,0.40690000000000004,1.2381,0.1380999999999999
100,0.1,150,0.1,0.1,2.2087,1.1,0.0,-0.0,1.06
100,0.1,150,0.1,0.05,0.08,1.0778,0.022199999999999998,0.1,1.0
100,0.1,150,0.1,0.01,0.0437,-1.3,0.24,1.1,0.0
100,0.1,150,0.1,0.0001,0.0301,0.6,0.5000000000000001,-0.2,0.8600000000000001
100,0.1,150,0.05,0.1,2.617,1.1,0.0,0.338,0.762
100,0.1,150,0.05,0.05,0.1054,-1.0753,0.01529999999999987,1.1201,0.020100000000000007
100,0.1,150,0.05,0.01,0.086,-1.2134,0.15339999999999998,1.0,0.10000000000000009
100,0.1,150,0.05,0.0001,0.0316,0.5,0.6000000000000001,1.1,0.0
100,0.1,150,0.01,0.1,2.6656,1.1,0.0,-0.9212,0.13880000000000003
100,0.1,150,0.01,0.05,0.1467,-1.0566,0.0034000000000000696,1.1027,0.0026999999999999247
100,0.1,150,0.01,0.01,0.2561,-1.0876,0.027599999999999847,1.0696,0.030399999999999983
100,0.1,150,0.01,0.0001,0.0294,1.7,0.5999999999999999,0.0,1.06
100,0.1,150,0.0001,0.1,2.9219,1.3553,0.25529999999999986,0.769,0.33100000000000007
100,0.1,150,0.0001,0.05,0.2956,1.0976,0.0024000000000001798,-1.0617,0.0017000000000000348
100,0.1,150,0.0001,0.01,0.7133,1.0973,0.0027000000000001467,-1.0621,0.0020999999999999908
100,0.1,150,0.0001,0.0001,2.607,1.5058,0.40579999999999994,-1.3501,0.2901
100,0.1,200,0.1,0.1,2.6577,1.1,0.0,-0.0172,1.0428
100,0.1,200,0.1,0.05,0.1215,1.0778,0.022199999999999998,-0.9969,0.06310000000000004
100,0.1,200,0.1,0.01,0.0594,-1.3,0.24,0.4,0.7000000000000001
100,0.1,200,0.1,0.0001,0.038,-1.2,0.1399999999999999,-1.0,0.06000000000000005
100,0.1,200,0.05,0.1,3.6708,0.3108,0.7892000000000001,0.8369,0.2631000000000001
100,0.1,200,0.05,0.05,0.1201,-1.0753,0.01529999999999987,1.0778,0.022199999999999998
100,0.1,200,0.05,0.01,0.0942,-1.1725,0.11250000000000004,0.3,0.8
100,0.1,200,0.05,0.0001,0.0358,1.5,0.3999999999999999,-1.7,0.6399999999999999
100,0.1,200,0.01,0.1,3.0742,1.1,0.0,-0.9212,0.13880000000000003
100,0.1,200,0.01,0.05,0.1798,-1.057,0.0030000000000001137,1.0934,0.006600000000000161
100,0.1,200,0.01,0.01,0.3165,-1.0876,0.027599999999999847,1.1293,0.02929999999999988
100,0.1,200,0.01,0.0001,0.0343,0.8,0.30000000000000004,-1.0,0.06000000000000005
100,0.1,200,0.0001,0.1,3.3898,0.8369,0.2631000000000001,-1.2419,0.18189999999999995
100,0.1,200,0.0001,0.05,0.5084,1.0976,0.0024000000000001798,-1.0617,0.0017000000000000348
100,0.1,200,0.0001,0.01,0.9244,1.0973,0.0027000000000001467,-1.0621,0.0020999999999999908
100,0.1,200,0.0001,0.0001,4.0621,1.5478,0.4478,-1.23,0.16999999999999993
100,0.2,50,0.1,0.1,0.6595,1.1,0.0,-1.0252,0.034800000000000164
100,0.2,50,0.1,0.05,0.0325,-1.0764,0.01639999999999997,1.1199,0.019899999999999807
100,0.2,50,0.1,0.01,0.0169,-1.3,0.24,-0.6,0.4600000000000001
100,0.2,50,0.1,0.0001,0.0117,-1.4,0.33999999999999986,0.5,0.6000000000000001
100,0.2,50,0.05,0.1,0.9519,1.1,0.0,0.3484,0.7516
100,0.2,50,0.05,0.05,0.0333,1.0778,0.022199999999999998,-1.0278,0.032200000000000006
100,0.2,50,0.05,0.01,0.0233,1.1913,0.09129999999999994,-0.3,0.76
100,0.2,50,0.05,0.0001,0.0107,-1.4,0.33999999999999986,-1.7,0.6399999999999999
100,0.2,50,0.01,0.1,0.9993,1.1,0.0,-0.6913,0.3687
100,0.2,50,0.01,0.05,0.0551,-1.0682,0.008199999999999985,1.0934,0.006600000000000161
100,0.2,50,0.01,0.01,0.1154,1.1247,0.024699999999999944,-1.0904,0.030399999999999983
100,0.2,50,0.01,0.0001,0.0095,1.0,0.10000000000000009,0.3,0.8
100,0.2,50,0.0001,0.1,0.9926,-0.9013,0.15870000000000006,0.338,0.762
100,0.2,50,0.0001,0.05,0.096,1.0976,0.0024000000000001798,-1.0617,0.0017000000000000348
100,0.2,50,0.0001,0.01,0.2185,-1.0614,0.0013999999999998458,1.0973,0.0027000000000001467
100,0.2,50,0.0001,0.0001,0.7262,0.0,1.06,-0.931,0.129
100,0.2,100,0.1,0.1,1.1229,1.1,0.0,-1.0252,0.034800000000000164
100,0.2,100,0.1,0.05,0.0542,1.0778,0.022199999999999998,-0.9969,0.06310000000000004
100,0.2,100,0.1,0.01,0.027,1.2,0.09999999999999987,-0.1,0.9600000000000001
100,0.2,100,0.1,0.0001,0.0184,1.7,0.5999999999999999,-0.2,0.8600000000000001
100,0.2,100,0.05,0.1,1.9246,-0.8593,0.2007000000000001,1.1,0.0
100,0.2,100,0.05,0.05,0.0792,-1.0763,0.01629999999999998,1.1054,0.005399999999999849
100,0.2,100,0.05,0.01,0.0507,0.8622,0.23780000000000012,-0.9,0.16000000000000003
100,0.2,100,0.05,0.0001,0.0185,0.5,0.6000000000000001,-1.7,0.6399999999999999
100,0.2,100,0.01,0.1,1.6856,-1.2306,0.17059999999999986,-0.6386,0.4214000000000001
100,0.2,100,0.01,0.05,0.0892,-1.0664,0.006399999999999961,-0.0328,1.0272000000000001
