N_iter,Min_dist,N_mc,Toler,Tiempo ejecucion,Primer minimo,Δ True Min,Segundo minimo,Δ True Min2
100,0.25,50,0.0001,0.2365,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
100,0.25,100,0.1,0.304,-1.0921,0.03210000000000002,1.1315,0.03149999999999986
100,0.25,100,0.05,0.3581,-1.0792,0.019199999999999884,1.1014,0.0013999999999998458
100,0.25,100,0.01,0.3765,1.098,0.0020000000000000018,-0.0357,1.0243
100,0.25,100,0.0001,0.4792,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
100,0.25,150,0.1,0.4197,-1.1165,0.056499999999999995,1.1652,0.06519999999999992
100,0.25,150,0.05,0.4924,1.1479,0.04789999999999983,-1.07,0.010000000000000009
100,0.25,150,0.01,0.563,-1.0621,0.0020999999999999908,-0.0357,1.0243
100,0.25,150,0.0001,0.7348,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
100,0.25,200,0.1,0.5606,-1.0862,0.0262,1.1814,0.08139999999999992
100,0.25,200,0.05,0.6695,-1.0726,0.012599999999999945,1.1024,0.0023999999999999577
100,0.25,200,0.01,0.7819,-0.0357,1.0243,-1.062,0.0020000000000000018
100,0.25,200,0.0001,0.9242,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
100,0.5,50,0.1,0.1363,-1.1389,0.07889999999999997,-0.046,1.014
100,0.5,50,0.05,0.167,-0.0358,1.0242,-1.0768,0.016799999999999926
100,0.5,50,0.01,0.1974,-0.0357,1.0243,1.0977,0.0023000000000001908
100,0.5,50,0.0001,0.2293,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
100,0.5,100,0.1,0.3346,1.1234,0.023399999999999865,-1.035,0.025000000000000133
100,0.5,100,0.05,0.3191,-0.0361,1.0239,-1.0706,0.010599999999999943
100,0.5,100,0.01,0.3678,-0.0357,1.0243,1.0977,0.0023000000000001908
100,0.5,100,0.0001,0.4939,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
100,0.5,150,0.1,0.4228,-0.0367,1.0233,1.1271,0.027099999999999902
100,0.5,150,0.05,0.5185,-1.0778,0.017800000000000038,1.1404,0.04039999999999999
100,0.5,150,0.01,0.5806,-0.0357,1.0243,1.0977,0.0023000000000001908
100,0.5,150,0.0001,0.6705,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
100,0.5,200,0.1,0.5743,-1.0801,0.020100000000000007,1.1285,0.02849999999999997
100,0.5,200,0.05,0.6665,-0.0358,1.0242,-1.0755,0.015499999999999847
100,0.5,200,0.01,0.7073,-0.0357,1.0243,-1.062,0.0020000000000000018
100,0.5,200,0.0001,0.923,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
100,1.0,50,0.1,0.1605,-1.0816,0.02159999999999984,-0.0508,1.0092
100,1.0,50,0.05,0.1953,-1.0902,0.030200000000000005,-0.0147,1.0453000000000001
100,1.0,50,0.01,0.2021,-0.0357,1.0243,-1.0632,0.0031999999999998696
100,1.0,50,0.0001,0.2421,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
100,1.0,100,0.1,0.2848,-1.1627,0.10270000000000001,1.2046,0.1045999999999998
100,1.0,100,0.05,0.3705,-1.0685,0.008499999999999952,1.1023,0.0022999999999999687
100,1.0,100,0.01,0.3654,-0.0357,1.0243,-1.062,0.0020000000000000018
100,1.0,100,0.0001,0.4962,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
100,1.0,150,0.1,0.4282,0.6239,0.4761000000000001,-1.1478,0.08779999999999988
100,1.0,150,0.05,0.5373,-0.036,1.024,1.1177,0.017699999999999827
100,1.0,150,0.01,0.5644,-0.0357,1.0243,1.0978,0.0021999999999999797
100,1.0,150,0.0001,0.6994,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
100,1.0,200,0.1,0.5958,-0.0326,1.0274,-1.0997,0.039699999999999847
100,1.0,200,0.05,0.6606,1.1037,0.0036999999999998145,-0.0347,1.0253
100,1.0,200,0.01,0.7782,-0.0357,1.0243,1.0978,0.0021999999999999797
100,1.0,200,0.0001,0.9374,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,0.1,50,0.1,0.1443,1.1255,0.025499999999999856,-0.0281,1.0319
500,0.1,50,0.05,0.1553,-1.0708,0.01079999999999992,1.1289,0.028899999999999926
500,0.1,50,0.01,0.1866,-1.062,0.0020000000000000018,1.0989,0.001100000000000101
500,0.1,50,0.0001,0.2449,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
500,0.1,100,0.1,0.2853,-1.0771,0.017099999999999893,-0.0222,1.0378
500,0.1,100,0.05,0.3219,1.1103,0.010299999999999976,0.6344,0.4656000000000001
500,0.1,100,0.01,0.3994,-0.0357,1.0243,-1.0621,0.0020999999999999908
500,0.1,100,0.0001,0.4887,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,0.1,150,0.1,0.4734,1.169,0.06899999999999995,-1.0995,0.03949999999999987
500,0.1,150,0.05,0.4875,1.1011,0.0010999999999998789,-1.0696,0.009600000000000053
500,0.1,150,0.01,0.6193,-0.0357,1.0243,1.0978,0.0021999999999999797
500,0.1,150,0.0001,0.6663,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,0.1,200,0.1,0.6057,-0.0383,1.0217,1.1609,0.060899999999999954
500,0.1,200,0.05,0.6491,-1.0704,0.010399999999999965,-0.0353,1.0247000000000002
500,0.1,200,0.01,0.7419,-0.0357,1.0243,-1.062,0.0020000000000000018
500,0.1,200,0.0001,0.8652,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,0.2,50,0.1,0.1467,-0.0486,1.0114,-1.1011,0.041099999999999914
500,0.2,50,0.05,0.1492,-1.0709,0.01089999999999991,-0.0238,1.0362
500,0.2,50,0.01,0.1949,1.0978,0.0021999999999999797,-1.0621,0.0020999999999999908
500,0.2,50,0.0001,0.2213,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,0.2,100,0.1,0.2914,1.1319,0.03189999999999982,0.0175,1.0775000000000001
500,0.2,100,0.05,0.3014,-0.0348,1.0252000000000001,-1.0657,0.005700000000000038
500,0.2,100,0.01,0.3429,-0.0357,1.0243,1.0978,0.0021999999999999797
500,0.2,100,0.0001,0.4943,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,0.2,150,0.1,0.4355,-1.1633,0.10329999999999995,1.1478,0.04779999999999984
500,0.2,150,0.05,0.4973,1.1016,0.0015999999999998238,-0.0359,1.0241
500,0.2,150,0.01,0.5387,-0.0357,1.0243,-1.062,0.0020000000000000018
500,0.2,150,0.0001,0.6844,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,0.2,200,0.1,0.5898,1.1152,0.01519999999999988,-1.0808,0.02079999999999993
500,0.2,200,0.05,0.625,-1.0685,0.008499999999999952,1.1056,0.005599999999999827
500,0.2,200,0.01,0.7449,-0.0357,1.0243,-1.062,0.0020000000000000018
500,0.2,200,0.0001,0.8909,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
500,0.25,50,0.1,0.1449,-0.0369,1.0231000000000001,1.1493,0.0492999999999999
500,0.25,50,0.05,0.1858,-0.0367,1.0233,-0.6609,0.3991
500,0.25,50,0.01,0.1952,-0.0357,1.0243,1.0978,0.0021999999999999797
500,0.25,50,0.0001,0.2204,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
500,0.25,100,0.1,0.3125,1.1755,0.0754999999999999,-0.0378,1.0222
500,0.25,100,0.05,0.333,1.1045,0.0044999999999999485,-1.0669,0.006899999999999906
500,0.25,100,0.01,0.3853,-0.0357,1.0243,-1.062,0.0020000000000000018
500,0.25,100,0.0001,0.4778,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,0.25,150,0.1,0.4209,1.1193,0.019299999999999873,-0.0366,1.0234
500,0.25,150,0.05,0.509,-0.0359,1.0241,-1.066,0.006000000000000005
500,0.25,150,0.01,0.5775,-0.0357,1.0243,-1.0622,0.0021999999999999797
500,0.25,150,0.0001,0.6867,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,0.25,200,0.1,0.5535,-1.1093,0.0492999999999999,1.1477,0.047699999999999854
500,0.25,200,0.05,0.6859,1.1044,0.0043999999999999595,-1.0732,0.013199999999999878
500,0.25,200,0.01,0.7512,-0.0357,1.0243,-1.062,0.0020000000000000018
500,0.25,200,0.0001,0.943,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
500,0.5,50,0.1,0.1437,-0.0838,0.9762000000000001,-1.1258,0.06579999999999986
500,0.5,50,0.05,0.1715,-1.0681,0.008099999999999996,-0.0358,1.0242
500,0.5,50,0.01,0.1788,1.0978,0.0021999999999999797,-1.0626,0.0025999999999999357
500,0.5,50,0.0001,0.2578,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,0.5,100,0.1,0.2722,1.1469,0.04689999999999994,0.0175,1.0775000000000001
500,0.5,100,0.05,0.2935,1.1032,0.0031999999999998696,-0.0259,1.0341
500,0.5,100,0.01,0.3867,-0.0357,1.0243,-1.062,0.0020000000000000018
500,0.5,100,0.0001,0.4523,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,0.5,150,0.1,0.4674,-1.121,0.06099999999999994,-0.0371,1.0229000000000001
500,0.5,150,0.05,0.4968,-1.0772,0.017199999999999882,1.1028,0.0027999999999999137
500,0.5,150,0.01,0.6281,-0.0357,1.0243,-1.0622,0.0021999999999999797
500,0.5,150,0.0001,0.6446,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,0.5,200,0.1,0.5955,1.1237,0.023699999999999832,-1.0805,0.020499999999999963
500,0.5,200,0.05,0.6977,-0.0348,1.0252000000000001,-1.0739,0.013900000000000023
500,0.5,200,0.01,0.7663,-0.0357,1.0243,-1.0622,0.0021999999999999797
500,0.5,200,0.0001,0.9304,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
500,1.0,50,0.1,0.2609,0.0014,1.0614000000000001,-1.093,0.03299999999999992
500,1.0,50,0.05,0.1638,-0.0532,1.0068000000000001,-1.0995,0.03949999999999987
500,1.0,50,0.01,0.1811,1.0977,0.0023000000000001908,-0.0357,1.0243
500,1.0,50,0.0001,0.2173,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,1.0,100,0.1,0.307,-1.1462,0.08620000000000005,-0.0513,1.0087000000000002
500,1.0,100,0.05,0.3257,-1.0951,0.03509999999999991,1.1054,0.005399999999999849
500,1.0,100,0.01,0.3827,-0.0357,1.0243,-1.0621,0.0020999999999999908
500,1.0,100,0.0001,0.4776,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,1.0,150,0.1,0.4151,1.1806,0.0806,-0.0316,1.0284
500,1.0,150,0.05,0.5065,-1.0674,0.007399999999999851,1.1054,0.005399999999999849
500,1.0,150,0.01,0.5889,-0.0357,1.0243,1.0979,0.0020999999999999908
500,1.0,150,0.0001,0.7384,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
500,1.0,200,0.1,0.5991,-0.0378,1.0222,-1.0958,0.035800000000000054
500,1.0,200,0.05,0.6223,-0.0371,1.0229000000000001,1.1041,0.0040999999999999925
500,1.0,200,0.01,0.7517,-0.0357,1.0243,1.0977,0.0023000000000001908
500,1.0,200,0.0001,0.9072,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
1000,0.1,50,0.1,0.1309,-1.1506,0.09060000000000001,-0.5885,0.47150000000000003
1000,0.1,50,0.05,0.1635,1.106,0.006000000000000005,-1.0687,0.00869999999999993
1000,0.1,50,0.01,0.2165,1.0985,0.0015000000000000568,-1.0622,0.0021999999999999797
1000,0.1,50,0.0001,0.2225,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.1,100,0.1,0.2728,-0.037,1.0230000000000001,1.1413,0.04129999999999989
1000,0.1,100,0.05,0.3252,-1.0674,0.007399999999999851,1.1072,0.007199999999999873
1000,0.1,100,0.01,0.404,-1.062,0.0020000000000000018,-0.0357,1.0243
1000,0.1,100,0.0001,0.4653,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
1000,0.1,150,0.1,0.4584,1.1123,0.012299999999999978,-1.1277,0.06769999999999987
1000,0.1,150,0.05,0.4831,-0.0372,1.0228000000000002,1.1022,0.0021999999999999797
1000,0.1,150,0.01,0.6031,-0.0357,1.0243,-1.062,0.0020000000000000018
1000,0.1,150,0.0001,0.7361,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.1,200,0.1,0.5693,-1.0789,0.018899999999999917,1.1314,0.03139999999999987
1000,0.1,200,0.05,0.6714,-1.0707,0.010699999999999932,-0.0768,0.9832000000000001
1000,0.1,200,0.01,0.8068,-0.0357,1.0243,-1.0621,0.0020999999999999908
1000,0.1,200,0.0001,0.9546,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.2,50,0.1,0.1454,-1.1259,0.06589999999999985,-0.0042,1.0558
1000,0.2,50,0.05,0.162,1.1013,0.0012999999999998568,-1.0682,0.008199999999999985
1000,0.2,50,0.01,0.1817,-0.0357,1.0243,1.0978,0.0021999999999999797
1000,0.2,50,0.0001,0.2864,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
1000,0.2,100,0.1,0.2677,1.1141,0.014100000000000001,-1.1003,0.0403
1000,0.2,100,0.05,0.2909,-0.0429,1.0171000000000001,1.1041,0.0040999999999999925
1000,0.2,100,0.01,0.3732,-0.0357,1.0243,-1.062,0.0020000000000000018
1000,0.2,100,0.0001,0.4354,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
1000,0.2,150,0.1,0.4764,-1.1589,0.09889999999999999,-0.0193,1.0407
1000,0.2,150,0.05,0.5665,-1.0702,0.010199999999999987,-0.0352,1.0248000000000002
1000,0.2,150,0.01,0.6508,-0.0357,1.0243,-1.0622,0.0021999999999999797
1000,0.2,150,0.0001,0.6301,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.2,200,0.1,0.5627,-1.0797,0.01970000000000005,1.1136,0.013599999999999834
1000,0.2,200,0.05,0.6472,-0.0358,1.0242,-1.0673,0.007299999999999862
1000,0.2,200,0.01,0.7033,-0.0357,1.0243,-1.062,0.0020000000000000018
1000,0.2,200,0.0001,1.0624,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.25,50,0.1,0.1583,1.1496,0.049599999999999866,-0.0058,1.0542
1000,0.25,50,0.05,0.1764,1.1067,0.006699999999999928,-0.0281,1.0319
1000,0.25,50,0.01,0.1964,-1.0638,0.0038000000000000256,1.0984,0.0016000000000000458
1000,0.25,50,0.0001,0.2535,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.25,100,0.1,0.3431,1.1157,0.015699999999999825,-1.0776,0.017599999999999838
1000,0.25,100,0.05,0.366,-1.071,0.010999999999999899,-0.0364,1.0236
1000,0.25,100,0.01,0.3982,-1.062,0.0020000000000000018,-0.0357,1.0243
1000,0.25,100,0.0001,0.5196,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.25,150,0.1,0.3825,-1.1049,0.04489999999999994,1.1557,0.05569999999999986
1000,0.25,150,0.05,0.4785,-0.0358,1.0242,-1.0678,0.007800000000000029
1000,0.25,150,0.01,0.5599,-0.0357,1.0243,-1.062,0.0020000000000000018
1000,0.25,150,0.0001,0.7177,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.25,200,0.1,0.5765,-1.0784,0.018399999999999972,-0.0313,1.0287
1000,0.25,200,0.05,0.663,-0.0373,1.0227,1.1028,0.0027999999999999137
1000,0.25,200,0.01,0.773,-0.0357,1.0243,-1.0621,0.0020999999999999908
1000,0.25,200,0.0001,0.8781,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.5,50,0.1,0.1341,-0.0366,1.0234,-1.0773,0.01729999999999987
1000,0.5,50,0.05,0.1517,1.1071,0.007099999999999884,-1.0655,0.005499999999999838
1000,0.5,50,0.01,0.2071,-0.0357,1.0243,1.0978,0.0021999999999999797
1000,0.5,50,0.0001,0.236,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.5,100,0.1,0.2913,-1.127,0.06699999999999995,1.1626,0.06259999999999999
1000,0.5,100,0.05,0.2937,-1.0679,0.007900000000000018,1.1017,0.0016999999999998128
1000,0.5,100,0.01,0.3659,-0.0357,1.0243,-1.062,0.0020000000000000018
1000,0.5,100,0.0001,0.376,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.5,150,0.1,0.4579,1.141,0.040999999999999925,-0.0255,1.0345
1000,0.5,150,0.05,0.4369,1.1015,0.0014999999999998348,-1.066,0.006000000000000005
1000,0.5,150,0.01,0.5669,-0.0357,1.0243,1.0977,0.0023000000000001908
1000,0.5,150,0.0001,0.689,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.5,200,0.1,0.5605,-1.1546,0.09460000000000002,1.1205,0.020499999999999963
1000,0.5,200,0.05,0.6653,1.1028,0.0027999999999999137,-0.0359,1.0241
1000,0.5,200,0.01,0.8268,-0.0357,1.0243,-1.062,0.0020000000000000018
1000,0.5,200,0.0001,0.9415,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
1000,1.0,50,0.1,0.1447,-0.0387,1.0213,-1.1095,0.04949999999999988
1000,1.0,50,0.05,0.148,1.1063,0.006299999999999972,-1.0943,0.0343
1000,1.0,50,0.01,0.1939,-1.062,0.0020000000000000018,-0.0357,1.0243
1000,1.0,50,0.0001,0.2099,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,1.0,100,0.1,0.317,1.113,0.0129999999999999,0.0501,1.0499
1000,1.0,100,0.05,0.3642,-1.0707,0.010699999999999932,-0.0358,1.0242
1000,1.0,100,0.01,0.4123,-1.0626,0.0025999999999999357,1.0977,0.0023000000000001908
1000,1.0,100,0.0001,0.5145,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,1.0,150,0.1,0.4628,-1.1019,0.04190000000000005,-0.0372,1.0228000000000002
1000,1.0,150,0.05,0.5458,1.1021,0.0020999999999999908,-1.0657,0.005700000000000038
1000,1.0,150,0.01,0.6131,-0.0357,1.0243,-1.0621,0.0020999999999999908
1000,1.0,150,0.0001,0.6965,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,1.0,200,0.1,0.622,1.1774,0.07739999999999991,-0.0372,1.0228000000000002
1000,1.0,200,0.05,0.67,-0.0358,1.0242,-1.0754,0.015399999999999858
1000,1.0,200,0.01,0.836,-0.0357,1.0243,-1.062,0.0020000000000000018
1000,1.0,200,0.0001,0.8923,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.1,50,0.1,0.158,-1.1404,0.08040000000000003,-0.0369,1.0231000000000001
2000,0.1,50,0.05,0.2008,1.1077,0.007699999999999818,-0.0284,1.0316
2000,0.1,50,0.01,0.2026,-0.0357,1.0243,1.098,0.0020000000000000018
2000,0.1,50,0.0001,0.2486,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.1,100,0.1,0.3051,-0.0376,1.0224,-1.0956,0.035599999999999854
2000,0.1,100,0.05,0.3701,1.105,0.004999999999999893,-0.0025,1.0575
2000,0.1,100,0.01,0.395,-0.0357,1.0243,-1.062,0.0020000000000000018
2000,0.1,100,0.0001,0.4998,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.1,150,0.1,0.4168,-1.0789,0.018899999999999917,-0.05,1.01
2000,0.1,150,0.05,0.4928,1.104,0.0040000000000000036,-1.0669,0.006899999999999906
2000,0.1,150,0.01,0.5134,-0.0357,1.0243,-1.062,0.0020000000000000018
2000,0.1,150,0.0001,0.6796,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.1,200,0.1,0.5916,-0.037,1.0230000000000001,1.1857,0.08569999999999989
2000,0.1,200,0.05,0.7107,-0.0358,1.0242,-1.0658,0.005800000000000027
2000,0.1,200,0.01,0.7269,-0.0357,1.0243,-1.0621,0.0020999999999999908
2000,0.1,200,0.0001,0.8918,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
2000,0.2,50,0.1,0.1469,-1.1552,0.09519999999999995,1.1236,0.023599999999999843
2000,0.2,50,0.05,0.1577,-1.069,0.008999999999999897,-0.0058,1.0542
2000,0.2,50,0.01,0.2034,-1.062,0.0020000000000000018,1.0979,0.0020999999999999908
2000,0.2,50,0.0001,0.2661,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.2,100,0.1,0.2961,1.187,0.08699999999999997,-1.101,0.040999999999999925
2000,0.2,100,0.05,0.3353,-0.0367,1.0233,-1.0672,0.007199999999999873
2000,0.2,100,0.01,0.4015,-1.0621,0.0020999999999999908,-0.0357,1.0243
2000,0.2,100,0.0001,0.4251,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.2,150,0.1,0.4909,1.2015,0.10149999999999992,-1.0796,0.01959999999999984
2000,0.2,150,0.05,0.5042,1.1033,0.0032999999999998586,-1.1039,0.04390000000000005
2000,0.2,150,0.01,0.6058,-0.0357,1.0243,-1.062,0.0020000000000000018
2000,0.2,150,0.0001,0.7107,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.2,200,0.1,0.5949,1.1286,0.02859999999999996,-1.1406,0.0806
2000,0.2,200,0.05,0.7128,-1.0669,0.006899999999999906,1.1017,0.0016999999999998128
2000,0.2,200,0.01,0.7692,-0.0357,1.0243,-1.062,0.0020000000000000018
2000,0.2,200,0.0001,0.9235,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.25,50,0.1,0.1839,1.1762,0.07619999999999982,-0.0331,1.0269000000000001
2000,0.25,50,0.05,0.1672,1.1029,0.0028999999999999027,-1.0739,0.013900000000000023
2000,0.25,50,0.01,0.1987,-0.0357,1.0243,1.101,0.0009999999999998899
2000,0.25,50,0.0001,0.2391,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.25,100,0.1,0.3134,-0.6554,0.40460000000000007,-1.1238,0.06379999999999986
2000,0.25,100,0.05,0.3259,-1.0775,0.01749999999999985,1.1018,0.0017999999999998018
2000,0.25,100,0.01,0.3753,-0.0357,1.0243,-1.062,0.0020000000000000018
2000,0.25,100,0.0001,0.5237,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
2000,0.25,150,0.1,0.4644,-1.1113,0.0512999999999999,-0.0366,1.0234
2000,0.25,150,0.05,0.5309,-0.0358,1.0242,-1.066,0.006000000000000005
2000,0.25,150,0.01,0.5897,-0.0357,1.0243,-1.0621,0.0020999999999999908
2000,0.25,150,0.0001,0.6603,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.25,200,0.1,0.5755,-0.0321,1.0279,-1.1389,0.07889999999999997
2000,0.25,200,0.05,0.6318,1.1021,0.0020999999999999908,-1.0672,0.007199999999999873
2000,0.25,200,0.01,0.8121,-0.0357,1.0243,-1.0621,0.0020999999999999908
2000,0.25,200,0.0001,0.9441,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
2000,0.5,50,0.1,0.1578,0.0067,1.0667,-1.1431,0.08309999999999995
2000,0.5,50,0.05,0.153,-1.0994,0.03939999999999988,0.6178,0.4822000000000001
2000,0.5,50,0.01,0.2222,-0.0357,1.0243,-1.0623,0.0022999999999999687
2000,0.5,50,0.0001,0.2357,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.5,100,0.1,0.2879,1.1104,0.010399999999999965,-0.0442,1.0158
2000,0.5,100,0.05,0.3219,1.1053,0.00529999999999986,-1.0662,0.006199999999999983
2000,0.5,100,0.01,0.4299,-0.0357,1.0243,1.0977,0.0023000000000001908
2000,0.5,100,0.0001,0.7002,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
2000,0.5,150,0.1,0.4339,1.174,0.07399999999999984,-1.0854,0.025399999999999867
2000,0.5,150,0.05,0.4775,-0.0358,1.0242,-1.0697,0.009700000000000042
2000,0.5,150,0.01,0.6332,-1.0621,0.0020999999999999908,-0.0357,1.0243
2000,0.5,150,0.0001,0.7217,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.5,200,0.1,0.5911,-1.1182,0.05820000000000003,1.1195,0.01949999999999985
2000,0.5,200,0.05,0.6855,-0.0359,1.0241,1.1013,0.0012999999999998568
2000,0.5,200,0.01,0.7939,-0.0357,1.0243,-1.0622,0.0021999999999999797
