N_qubits,beta,gamma,Prof_p,N_mc,Toler,Learning rate,Tiempo ejecucion,Primer minimo,Δ True Min,Segundo minimo,Δ True Min2
3,0.5,0.25,4,100,0.05,0.5,84.6637,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
3,0.5,0.1,2,50,0.05,0.5,85.4906,-1.1,0.03999999999999915,0.8000000000000025,0.2999999999999976
3,0.5,0.1,2,100,0.05,0.5,182.9177,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.5,0.1,3,50,0.05,0.5,60.0887,-1.1,0.03999999999999915,0.6000000000000023,0.4999999999999978
3,0.5,0.1,3,100,0.05,0.5,118.1686,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.5,0.1,4,50,0.05,0.5,36.8547,-1.1,0.03999999999999915,1.6000000000000032,0.5000000000000031
3,0.5,0.1,4,100,0.05,0.5,73.5266,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.5,0.05,2,50,0.05,0.5,81.6146,-1.1,0.03999999999999915,0.8000000000000025,0.2999999999999976
3,0.5,0.05,2,100,0.05,0.5,151.4148,-1.1,0.03999999999999915,1.0000000000000027,0.09999999999999742
3,0.5,0.05,3,50,0.05,0.5,62.3337,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.5,0.05,3,100,0.05,0.5,143.9736,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.5,0.05,4,50,0.05,0.5,52.5967,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.5,0.05,4,100,0.05,0.5,95.0097,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
3,0.5,0.01,2,50,0.05,0.5,65.6866,0.9,0.1999999999999975,-1.1999999999999993,0.13999999999999924
3,0.5,0.01,2,100,0.05,0.5,115.8987,-1.2,0.13999999999999924,0.6000000000000023,0.4999999999999978
3,0.5,0.01,3,50,0.05,0.5,61.1707,-1.1,0.03999999999999915,0.6000000000000023,0.4999999999999978
3,0.5,0.01,3,100,0.05,0.5,123.9307,-1.1,0.03999999999999915,-1.2999999999999994,0.23999999999999932
3,0.5,0.01,4,50,0.05,0.5,42.0537,1.1,2.6645352591003757e-15,-1.1999999999999993,0.13999999999999924
3,0.5,0.01,4,100,0.05,0.5,75.7967,1.0,0.09999999999999742,-1.0999999999999992,0.03999999999999915
3,0.3,0.5,2,50,0.05,0.5,34.2926,1.1,2.6645352591003757e-15,-1.1999999999999993,0.13999999999999924
3,0.3,0.5,2,100,0.05,0.5,75.6598,1.1,2.6645352591003757e-15,-1.1999999999999993,0.13999999999999924
3,0.3,0.5,3,50,0.05,0.5,29.6686,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
3,0.3,0.5,3,100,0.05,0.5,60.6177,1.0,0.09999999999999742,-1.0999999999999992,0.03999999999999915
3,0.3,0.5,4,50,0.05,0.5,33.5799,1.0,0.09999999999999742,1.6000000000000032,0.5000000000000031
3,0.3,0.5,4,100,0.05,0.5,67.1304,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
3,0.3,0.25,2,50,0.05,0.5,41.5697,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
3,0.3,0.25,2,100,0.05,0.5,83.7173,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
3,0.3,0.25,3,50,0.05,0.5,36.3721,1.0,0.09999999999999742,1.500000000000003,0.400000000000003
3,0.3,0.25,3,100,0.05,0.5,60.7356,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
3,0.3,0.25,4,50,0.05,0.5,45.2257,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
3,0.3,0.25,4,100,0.05,0.5,80.1096,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
3,0.3,0.1,2,50,0.05,0.5,49.5227,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.3,0.1,2,100,0.05,0.5,99.5306,-1.1,0.03999999999999915,0.8000000000000025,0.2999999999999976
3,0.3,0.1,3,50,0.05,0.5,70.4777,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.3,0.1,3,100,0.05,0.5,158.6777,-1.1,0.03999999999999915,1.0000000000000027,0.09999999999999742
3,0.3,0.1,4,50,0.05,0.5,72.5867,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.3,0.1,4,100,0.05,0.5,175.8587,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.3,0.05,2,50,0.05,0.5,53.8796,-1.1,0.03999999999999915,-1.1999999999999993,0.13999999999999924
3,0.3,0.05,2,100,0.05,0.5,98.2947,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.3,0.05,3,50,0.05,0.5,61.3723,-1.1,0.03999999999999915,1.0000000000000027,0.09999999999999742
3,0.3,0.05,3,100,0.05,0.5,131.075,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.3,0.05,4,50,0.05,0.5,83.9926,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
3,0.3,0.05,4,100,0.05,0.5,181.4957,-1.1,0.03999999999999915,-1.1999999999999993,0.13999999999999924
3,0.3,0.01,2,50,0.05,0.5,39.8226,0.9,0.1999999999999975,0.9000000000000026,0.1999999999999975
3,0.3,0.01,2,100,0.05,0.5,92.2517,1.1,2.6645352591003757e-15,-1.0999999999999992,0.03999999999999915
3,0.3,0.01,3,50,0.05,0.5,58.3597,-1.1,0.03999999999999915,-1.1999999999999993,0.13999999999999924
3,0.3,0.01,3,100,0.05,0.5,118.7256,-1.2,0.13999999999999924,0.8000000000000025,0.2999999999999976
3,0.3,0.01,4,50,0.05,0.5,68.6867,0.9,0.1999999999999975,-1.1999999999999993,0.13999999999999924
3,0.3,0.01,4,100,0.05,0.5,143.8636,-1.2,0.13999999999999924,-1.1999999999999993,0.13999999999999924
3,0.1,0.5,2,50,0.05,0.5,41.2536,1.0,0.09999999999999742,-1.0999999999999992,0.03999999999999915
3,0.1,0.5,2,100,0.05,0.5,69.6947,1.1,2.6645352591003757e-15,-1.1999999999999993,0.13999999999999924
3,0.1,0.5,3,50,0.05,0.5,36.2597,1.1,2.6645352591003757e-15,-0.9999999999999991,0.06000000000000094
3,0.1,0.5,3,100,0.05,0.5,66.0667,1.1,2.6645352591003757e-15,-1.1999999999999993,0.13999999999999924
3,0.1,0.5,4,50,0.05,0.5,40.4017,-1.1,0.03999999999999915,1.0000000000000027,0.09999999999999742
3,0.1,0.5,4,100,0.05,0.5,61.6977,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
