N_qubits,beta,gamma,Prof_p,N_mc,Toler,Learning rate,Tiempo ejecucion,Primer minimo,Δ True Min
3,0.1,0.5,3,100,0.05,0.5,72.0597,2.1,0.9774999999999996
3,0.1,0.5,4,50,0.05,0.5,33.341,1.8,0.6774999999999998
3,0.1,0.5,4,100,0.05,0.5,59.4304,0.8,0.3225
3,0.1,0.25,2,50,0.05,0.5,41.4006,2.2,1.0774999999999997
3,0.1,0.25,2,100,0.05,0.5,73.5497,1.1,0.022499999999999964
3,0.1,0.25,3,50,0.05,0.5,31.5447,2.6,1.4774999999999996
3,0.1,0.25,3,100,0.05,0.5,64.6747,1.1,0.022499999999999964
3,0.1,0.25,4,50,0.05,0.5,29.2267,1.4,0.27749999999999986
3,0.1,0.25,4,100,0.05,0.5,61.5377,2.4,1.2774999999999994
3,0.1,0.1,2,50,0.05,0.5,32.7787,1.4,0.27749999999999986
3,0.1,0.1,2,100,0.05,0.5,70.2618,2.1,0.9774999999999996
3,0.1,0.1,3,50,0.05,0.5,34.2836,2.1,0.9774999999999996
3,0.1,0.1,3,100,0.05,0.5,76.2467,1.7,0.5774999999999997
3,0.1,0.1,4,50,0.05,0.5,36.0167,1.1,0.022499999999999964
3,0.1,0.1,4,100,0.05,0.5,73.2627,2.5,1.3775
3,0.1,0.05,2,50,0.05,0.5,36.6771,2.2,1.0774999999999997
3,0.1,0.05,2,100,0.05,0.5,66.8192,2.2,1.0774999999999997
3,0.1,0.05,3,50,0.05,0.5,35.9947,2.5,1.3775
3,0.1,0.05,3,100,0.05,0.5,64.8321,2.6,1.4774999999999996
3,0.1,0.05,4,50,0.05,0.5,36.1413,2.0,0.8774999999999997
3,0.1,0.05,4,100,0.05,0.5,74.9227,1.5,0.37749999999999995
3,0.1,0.01,2,50,0.05,0.5,32.2897,0.8,0.3225
3,0.1,0.01,2,100,0.05,0.5,65.8067,2.4,1.2774999999999994
3,0.1,0.01,3,50,0.05,0.5,36.3226,1.7,0.5774999999999997
3,0.1,0.01,3,100,0.05,0.5,68.4997,2.5,1.3775
3,0.1,0.01,4,50,0.05,0.5,34.1337,1.0,0.12250000000000005
3,0.1,0.01,4,100,0.05,0.5,73.4107,2.2,1.0774999999999997
4,0.5,0.5,2,50,0.05,0.5,82.7505,0.8,0.3225
4,0.5,0.5,2,100,0.05,0.5,187.6765,1.8,0.6774999999999998
4,0.5,0.5,3,50,0.05,0.5,74.3375,1.2,0.0774999999999999
4,0.5,0.5,3,100,0.05,0.5,140.5425,1.0,0.12250000000000005
4,0.5,0.5,4,50,0.05,0.5,93.2066,2.1,0.9774999999999996
4,0.5,0.5,4,100,0.05,0.5,170.3635,2.6,1.4774999999999996
4,0.5,0.25,2,50,0.05,0.5,92.8715,1.1,0.022499999999999964
4,0.5,0.25,2,100,0.05,0.5,188.7386,1.7,0.5774999999999997
4,0.5,0.25,3,50,0.05,0.5,71.3036,1.2,0.0774999999999999
4,0.5,0.25,3,100,0.05,0.5,163.6145,1.8,0.6774999999999998
4,0.5,0.25,4,50,0.05,0.5,60.2886,1.1,0.022499999999999964
4,0.5,0.25,4,100,0.05,0.5,156.8361,1.6,0.4774999999999998
4,0.5,0.1,2,50,0.05,0.5,108.017,2.5,1.3775
4,0.5,0.1,2,100,0.05,0.5,159.4945,1.4,0.27749999999999986
4,0.5,0.1,3,50,0.05,0.5,103.4996,1.5,0.37749999999999995
4,0.5,0.1,3,100,0.05,0.5,170.5336,2.5,1.3775
4,0.5,0.1,4,50,0.05,0.5,107.9375,1.1,0.022499999999999964
4,0.5,0.1,4,100,0.05,0.5,235.4376,2.4,1.2774999999999994
4,0.5,0.05,2,50,0.05,0.5,131.2934,2.6,1.4774999999999996
4,0.5,0.05,2,100,0.05,0.5,208.2496,2.6,1.4774999999999996
4,0.5,0.05,3,50,0.05,0.5,114.6196,2.4,1.2774999999999994
4,0.5,0.05,3,100,0.05,0.5,234.4705,2.0,0.8774999999999997
4,0.5,0.05,4,50,0.05,0.5,105.1356,1.6,0.4774999999999998
4,0.5,0.05,4,100,0.05,0.5,217.9275,2.8,1.6774999999999998
4,0.5,0.01,2,50,0.05,0.5,83.1105,1.2,0.0774999999999999
4,0.5,0.01,2,100,0.05,0.5,170.2776,1.3,0.17749999999999977
4,0.5,0.01,3,50,0.05,0.5,112.1896,2.7,1.5774999999999992
4,0.5,0.01,3,100,0.05,0.5,171.8475,1.1,0.022499999999999964
4,0.5,0.01,4,50,0.05,0.5,86.9796,2.7,1.5774999999999992
4,0.5,0.01,4,100,0.05,0.5,180.0376,1.4,0.27749999999999986
4,0.3,0.5,2,50,0.05,0.5,69.0995,1.2,0.0774999999999999
4,0.3,0.5,2,100,0.05,0.5,133.1246,2.2,1.0774999999999997
4,0.3,0.5,3,50,0.05,0.5,77.1625,2.3,1.1774999999999998
4,0.3,0.5,3,100,0.05,0.5,143.9956,2.7,1.5774999999999992
4,0.3,0.5,4,50,0.05,0.5,89.1253,2.2,1.0774999999999997
