N_iter,Min_dist,N_mc,Toler,Learning rate,Tiempo ejecucion,Primer minimo,Δ True Min,Segundo minimo,Δ True Min2
100,0.25,100,0.01,0.01,0.0982,-1.1831,0.18310000000000004,1.0,0.0
100,0.25,100,0.01,0.0001,0.014,-0.9,0.09999999999999998,-1.7,0.7
100,0.25,100,0.0001,0.1,0.1966,0.9998,0.00019999999999997797,-0.9998,0.00019999999999997797
100,0.25,100,0.0001,0.05,0.389,0.9995,0.0004999999999999449,-0.9995,0.0004999999999999449
100,0.25,100,0.0001,0.01,1.1094,1.0046,0.0045999999999999375,-1.0,0.0
100,0.25,100,0.0001,0.0001,0.5044,-0.7,0.30000000000000004,1.8096,0.8096000000000001
100,0.25,150,0.1,0.1,0.0299,-0.2,0.8,-0.5,0.5
100,0.25,150,0.1,0.05,0.0359,-0.9,0.09999999999999998,1.2677,0.26770000000000005
100,0.25,150,0.1,0.01,0.0224,0.5,0.5,-1.1,0.10000000000000009
100,0.25,150,0.1,0.0001,0.0213,0.6,0.4,-0.8,0.19999999999999996
100,0.25,150,0.05,0.1,0.0567,0.9082,0.09179999999999999,-0.0,1.0
100,0.25,150,0.05,0.05,0.0424,1.1894,0.1894,-1.154,0.15399999999999991
100,0.25,150,0.05,0.01,0.0317,0.8,0.19999999999999996,-1.5949,0.5949
100,0.25,150,0.05,0.0001,0.0217,1.4,0.3999999999999999,-1.6,0.6000000000000001
100,0.25,150,0.01,0.1,0.1282,0.9747,0.02529999999999999,-0.9822,0.017800000000000038
100,0.25,150,0.01,0.05,0.1705,-1.0467,0.046699999999999964,1.0417,0.04170000000000007
100,0.25,150,0.01,0.01,0.1348,-0.9,0.09999999999999998,-1.1894,0.1894
100,0.25,150,0.01,0.0001,0.0202,-1.2,0.19999999999999996,-0.2,0.8
100,0.25,150,0.0001,0.1,0.2808,-0.9998,0.00019999999999997797,0.9998,0.00019999999999997797
100,0.25,150,0.0001,0.05,0.5551,-0.9995,0.0004999999999999449,0.9995,0.0004999999999999449
100,0.25,150,0.0001,0.01,1.6035,-1.0026,0.0025999999999999357,1.0057,0.005700000000000038
100,0.25,150,0.0001,0.0001,0.8218,-1.7257,0.7257,1.1,0.10000000000000009
100,0.25,200,0.1,0.1,0.0387,-0.3,0.7,0.7,0.30000000000000004
100,0.25,200,0.1,0.05,0.0425,0.9,0.09999999999999998,-1.2656,0.26560000000000006
100,0.25,200,0.1,0.01,0.0286,-0.5,0.5,0.9,0.09999999999999998
100,0.25,200,0.1,0.0001,0.0282,-0.9,0.09999999999999998,-0.4,0.6
100,0.25,200,0.05,0.1,0.0761,0.8806,0.11939999999999995,-0.8576,0.14239999999999997
100,0.25,200,0.05,0.05,0.0577,-1.154,0.15399999999999991,1.1728,0.17280000000000006
100,0.25,200,0.05,0.01,0.0408,-1.1,0.10000000000000009,-0.4,0.6
100,0.25,200,0.05,0.0001,0.0282,-0.8,0.19999999999999996,-0.5,0.5
100,0.25,200,0.01,0.1,0.1795,-0.9747,0.02529999999999999,0.9807,0.019299999999999984
100,0.25,200,0.01,0.05,0.2706,0.9532,0.04679999999999995,-0.9522,0.047799999999999954
100,0.25,200,0.01,0.01,0.188,-1.1,0.10000000000000009,-0.7,0.30000000000000004
100,0.25,200,0.01,0.0001,0.0292,1.1,0.10000000000000009,-0.4,0.6
100,0.25,200,0.0001,0.1,0.3643,-0.9998,0.00019999999999997797,0.9998,0.00019999999999997797
100,0.25,200,0.0001,0.05,0.7582,-0.9995,0.0004999999999999449,0.9995,0.0004999999999999449
100,0.25,200,0.0001,0.01,2.071,0.9952,0.0048000000000000265,-0.0,1.0
100,0.25,200,0.0001,0.0001,1.0977,-1.5532,0.5531999999999999,-0.0,1.0
100,0.5,50,0.1,0.1,0.0103,1.1008,0.1008,-1.1,0.10000000000000009
100,0.5,50,0.1,0.05,0.0112,-1.2392,0.23920000000000008,0.1,0.9
100,0.5,50,0.1,0.01,0.0072,-1.9,0.8999999999999999,0.8,0.19999999999999996
100,0.5,50,0.1,0.0001,0.0074,-1.7,0.7,1.6,0.6000000000000001
100,0.5,50,0.05,0.1,0.0208,-1.0652,0.06519999999999992,0.8703,0.12970000000000004
100,0.5,50,0.05,0.05,0.0168,1.1907,0.1907000000000001,0.3,0.7
100,0.5,50,0.05,0.01,0.0107,-0.3,0.7,1.1,0.10000000000000009
100,0.5,50,0.05,0.0001,0.0091,-0.2,0.8,1.9,0.8999999999999999
100,0.5,50,0.01,0.1,0.0442,-1.0169,0.016899999999999915,1.0,0.0
100,0.5,50,0.01,0.05,0.0652,-1.0,0.0,0.9532,0.04679999999999995
100,0.5,50,0.01,0.01,0.0498,0.3,0.7,1.1894,0.1894
100,0.5,50,0.01,0.0001,0.007,-0.5,0.5,-1.5,0.5
100,0.5,50,0.0001,0.1,0.0871,0.9998,0.00019999999999997797,-1.0002,0.00019999999999997797
100,0.5,50,0.0001,0.05,0.1841,0.9995,0.0004999999999999449,-1.0004,0.00039999999999995595
100,0.5,50,0.0001,0.01,0.6163,-0.9746,0.025399999999999978,1.0,0.0
100,0.5,50,0.0001,0.0001,0.2715,-1.1,0.10000000000000009,-0.3,0.7
100,0.5,100,0.1,0.1,0.0173,1.0,0.0,-0.4,0.6
100,0.5,100,0.1,0.05,0.0191,-0.8,0.19999999999999996,0.7,0.30000000000000004
100,0.5,100,0.1,0.01,0.0134,1.1,0.10000000000000009,0.1,0.9
100,0.5,100,0.1,0.0001,0.0133,-1.7,0.7,1.7,0.7
100,0.5,100,0.05,0.1,0.037,1.0574,0.057399999999999896,-1.0574,0.057399999999999896
100,0.5,100,0.05,0.05,0.0277,0.9,0.09999999999999998,-1.1825,0.1825000000000001
100,0.5,100,0.05,0.01,0.0213,1.1,0.10000000000000009,-1.5,0.5
100,0.5,100,0.05,0.0001,0.0134,0.3,0.7,-0.6,0.4
100,0.5,100,0.01,0.1,0.1012,-0.9804,0.01959999999999995,0.9807,0.019299999999999984
100,0.5,100,0.01,0.05,0.1373,0.9484,0.05159999999999998,-1.0428,0.04279999999999995
100,0.5,100,0.01,0.01,0.0948,-1.0,0.0,1.1832,0.18320000000000003
100,0.5,100,0.01,0.0001,0.0144,1.9,0.8999999999999999,-1.6,0.6000000000000001
100,0.5,100,0.0001,0.1,0.1953,0.9998,0.00019999999999997797,-0.9998,0.00019999999999997797
100,0.5,100,0.0001,0.05,0.3955,1.0004,0.00039999999999995595,-1.0004,0.00039999999999995595
100,0.5,100,0.0001,0.01,1.2137,-1.0059,0.005900000000000016,0.9976,0.0023999999999999577
100,0.5,100,0.0001,0.0001,0.5439,-0.2,0.8,0.5,0.5
100,0.5,150,0.1,0.1,0.0276,-0.8,0.19999999999999996,-0.1,0.9
100,0.5,150,0.1,0.05,0.0311,-0.1,0.9,-1.2677,0.26770000000000005
100,0.5,150,0.1,0.01,0.0204,-0.9,0.09999999999999998,-0.1,0.9
100,0.5,150,0.1,0.0001,0.019,-0.2,0.8,-1.0,0.0
100,0.5,150,0.05,0.1,0.0556,0.8576,0.14239999999999997,-0.9,0.09999999999999998
100,0.5,150,0.05,0.05,0.0395,1.1894,0.1894,-1.1894,0.1894
100,0.5,150,0.05,0.01,0.0319,0.8,0.19999999999999996,-0.7,0.30000000000000004
100,0.5,150,0.05,0.0001,0.0207,-0.5,0.5,-1.9,0.8999999999999999
100,0.5,150,0.01,0.1,0.1608,0.9747,0.02529999999999999,-0.9804,0.01959999999999995
100,0.5,150,0.01,0.05,0.1944,-1.0386,0.03859999999999997,1.0386,0.03859999999999997
100,0.5,150,0.01,0.01,0.1223,-1.0,0.0,0.5,0.5
100,0.5,150,0.01,0.0001,0.0194,-0.4,0.6,-1.5,0.5
100,0.5,150,0.0001,0.1,0.2777,0.9998,0.00019999999999997797,-0.9998,0.00019999999999997797
100,0.5,150,0.0001,0.05,0.5868,0.9995,0.0004999999999999449,-1.0004,0.00039999999999995595
100,0.5,150,0.0001,0.01,1.6408,-1.0054,0.005400000000000071,0.8327,0.1673
100,0.5,150,0.0001,0.0001,0.6644,0.9,0.09999999999999998,-1.1915,0.1915
100,0.5,200,0.1,0.1,0.0372,1.1312,0.13119999999999998,-1.0574,0.057399999999999896
100,0.5,200,0.1,0.05,0.0409,-1.3,0.30000000000000004,1.2545,0.25449999999999995
100,0.5,200,0.1,0.01,0.0254,1.4,0.3999999999999999,-0.8,0.19999999999999996
100,0.5,200,0.1,0.0001,0.025,1.6,0.6000000000000001,-1.4,0.3999999999999999
100,0.5,200,0.05,0.1,0.0736,0.8576,0.14239999999999997,-1.1,0.10000000000000009
100,0.5,200,0.05,0.05,0.053,-1.1589,0.15890000000000004,1.154,0.15399999999999991
100,0.5,200,0.05,0.01,0.0399,0.9,0.09999999999999998,-1.5954,0.5953999999999999
100,0.5,200,0.05,0.0001,0.0255,-0.5,0.5,0.1,0.9
100,0.5,200,0.01,0.1,0.1833,0.9747,0.02529999999999999,-0.9747,0.02529999999999999
100,0.5,200,0.01,0.05,0.3592,-1.0386,0.03859999999999997,1.0386,0.03859999999999997
100,0.5,200,0.01,0.01,0.1656,-0.1,0.9,1.1,0.10000000000000009
100,0.5,200,0.01,0.0001,0.0253,0.9,0.09999999999999998,0.0,1.0
100,0.5,200,0.0001,0.1,0.3728,0.9998,0.00019999999999997797,-0.9998,0.00019999999999997797
100,0.5,200,0.0001,0.05,0.7354,1.0004,0.00039999999999995595,-1.0004,0.00039999999999995595
100,0.5,200,0.0001,0.01,2.195,-1.0054,0.005400000000000071,0.9952,0.0048000000000000265
100,0.5,200,0.0001,0.0001,1.022,0.3,0.7,-1.6403,0.6403000000000001
100,1.0,50,0.1,0.1,0.0095,-0.8,0.19999999999999996,1.1,0.10000000000000009
100,1.0,50,0.1,0.05,0.0107,-0.7,0.30000000000000004,0.4,0.6
100,1.0,50,0.1,0.01,0.0071,1.4,0.3999999999999999,-1.9,0.8999999999999999
100,1.0,50,0.1,0.0001,0.0068,1.8,0.8,-0.3,0.7
100,1.0,50,0.05,0.1,0.0197,-0.8431,0.15690000000000004,1.0679,0.06790000000000007
100,1.0,50,0.05,0.05,0.0135,-0.1,0.9,1.1894,0.1894
100,1.0,50,0.05,0.01,0.0106,-1.6,0.6000000000000001,1.5954,0.5953999999999999
100,1.0,50,0.05,0.0001,0.0066,1.6,0.6000000000000001,0.2,0.8
100,1.0,50,0.01,0.1,0.0501,-0.9776,0.022399999999999975,0.9747,0.02529999999999999
