N_iter,Min_dist,N_mc,Toler,Tiempo ejecucion,Primer minimo,Δ True Min,Segundo minimo,Δ True Min2
1000,0.5,100,0.0001,0.4624,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
1000,0.5,150,0.1,0.4008,-1.1078,0.04779999999999984,1.1135,0.013499999999999845
1000,0.5,150,0.05,0.4786,1.1059,0.005900000000000016,-1.093,0.03299999999999992
1000,0.5,150,0.01,0.5483,-0.0357,1.0243,1.0978,0.0021999999999999797
1000,0.5,150,0.0001,0.6877,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,0.5,200,0.1,0.5879,1.2109,0.1109,-1.0843,0.02429999999999999
1000,0.5,200,0.05,0.6306,-1.0717,0.011700000000000044,1.1081,0.008099999999999996
1000,0.5,200,0.01,0.7726,-0.0357,1.0243,1.0977,0.0023000000000001908
1000,0.5,200,0.0001,0.9168,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,1.0,50,0.1,0.1393,1.1867,0.0867,-0.0472,1.0128000000000001
1000,1.0,50,0.05,0.1648,-1.0703,0.010299999999999976,1.1042,0.0041999999999999815
1000,1.0,50,0.01,0.2049,-0.0357,1.0243,1.0977,0.0023000000000001908
1000,1.0,50,0.0001,0.2204,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,1.0,100,0.1,0.2738,-1.0774,0.01739999999999986,-0.0402,1.0198
1000,1.0,100,0.05,0.3568,-0.0358,1.0242,1.1015,0.0014999999999998348
1000,1.0,100,0.01,0.3776,-0.0357,1.0243,-1.062,0.0020000000000000018
1000,1.0,100,0.0001,0.4761,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
1000,1.0,150,0.1,0.4794,1.1598,0.05979999999999985,-1.0915,0.03149999999999986
1000,1.0,150,0.05,0.4547,1.1427,0.04269999999999996,-1.0703,0.010299999999999976
1000,1.0,150,0.01,0.5991,-0.0357,1.0243,-1.062,0.0020000000000000018
1000,1.0,150,0.0001,0.6891,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
1000,1.0,200,0.1,0.5607,-0.5813,0.4787,0.5757,0.5243000000000001
1000,1.0,200,0.05,0.6712,-0.0358,1.0242,-1.0746,0.014599999999999946
1000,1.0,200,0.01,0.733,-0.0357,1.0243,-1.062,0.0020000000000000018
1000,1.0,200,0.0001,0.9108,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.1,50,0.1,0.1404,-0.0254,1.0346,-1.0593,0.000700000000000145
2000,0.1,50,0.05,0.1574,-0.0361,1.0239,-1.0981,0.03810000000000002
2000,0.1,50,0.01,0.1774,-0.0357,1.0243,1.0978,0.0021999999999999797
2000,0.1,50,0.0001,0.2657,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
2000,0.1,100,0.1,0.2732,-1.0876,0.027599999999999847,1.1342,0.03420000000000001
2000,0.1,100,0.05,0.3018,-1.0681,0.008099999999999996,1.1233,0.023299999999999876
2000,0.1,100,0.01,0.3932,-0.0357,1.0243,-1.0621,0.0020999999999999908
2000,0.1,100,0.0001,0.453,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
2000,0.1,150,0.1,0.4382,-1.1007,0.04069999999999996,1.1432,0.043199999999999905
2000,0.1,150,0.05,0.4706,-0.0358,1.0242,-1.0777,0.01770000000000005
2000,0.1,150,0.01,0.5569,-0.0357,1.0243,-1.0621,0.0020999999999999908
2000,0.1,150,0.0001,0.6258,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
2000,0.1,200,0.1,0.5811,1.12,0.020000000000000018,0.0091,1.0691000000000002
2000,0.1,200,0.05,0.672,-0.0359,1.0241,-1.0689,0.008899999999999908
