N_iter,Min_dist,N_mc,Toler,Tiempo ejecucion,Primer minimo,Δ True Min,Segundo minimo,Δ True Min2
2000,0.5,100,0.1,0.3199,1.0184,0.018399999999999972,0.0641,0.9359
2000,0.5,100,0.05,0.3031,1.0041,0.0040999999999999925,-0.0011,0.9989
2000,0.5,100,0.01,0.3644,-0.0,1.0,-1.0003,0.00029999999999996696
2000,0.5,100,0.0001,0.4755,-1.0,0.0,0.0,1.0
2000,0.5,150,0.1,0.4226,1.0251,0.0250999999999999,-1.0406,0.04059999999999997
2000,0.5,150,0.05,0.4804,-1.0189,0.018899999999999917,1.0138,0.013800000000000034
2000,0.5,150,0.01,0.5529,1.0004,0.00039999999999995595,-1.0002,0.00019999999999997797
2000,0.5,150,0.0001,0.6862,-1.0,0.0,1.0,0.0
2000,0.5,200,0.1,0.586,-1.0416,0.04160000000000008,1.0402,0.040200000000000014
2000,0.5,200,0.05,0.6851,1.0114,0.011400000000000077,-1.0053,0.005300000000000082
2000,0.5,200,0.01,0.6973,-0.0,1.0,-1.0003,0.00029999999999996696
2000,0.5,200,0.0001,0.8957,1.0,0.0,-1.0,0.0
2000,1.0,50,0.1,0.1507,0.0047,0.9953,1.056,0.05600000000000005
2000,1.0,50,0.05,0.1844,-0.0009,0.9991,-1.0084,0.008399999999999963
2000,1.0,50,0.01,0.1759,-1.0004,0.00039999999999995595,-0.0,1.0
2000,1.0,50,0.0001,0.1927,-1.0,0.0,1.0,0.0
2000,1.0,100,0.1,0.2647,-0.016,0.984,1.0521,0.052100000000000035
2000,1.0,100,0.05,0.3256,-1.0132,0.0132000000000001,1.0061,0.006099999999999994
2000,1.0,100,0.01,0.3222,-0.0,1.0,-1.0003,0.00029999999999996696
2000,1.0,100,0.0001,0.4574,1.0,0.0,-1.0,0.0
2000,1.0,150,0.1,0.4548,1.062,0.062000000000000055,-1.1013,0.10129999999999995
2000,1.0,150,0.05,0.4377,1.0155,0.01550000000000007,-1.0072,0.007200000000000095
2000,1.0,150,0.01,0.5835,0.0,1.0,1.0004,0.00039999999999995595
2000,1.0,150,0.0001,0.6654,1.0,0.0,-1.0,0.0
2000,1.0,200,0.1,0.6104,-1.0229,0.02289999999999992,0.0189,0.9811
2000,1.0,200,0.05,0.6183,1.0087,0.00869999999999993,-1.0177,0.01770000000000005
2000,1.0,200,0.01,0.7457,-0.0,1.0,-1.0007,0.0006999999999999229
2000,1.0,200,0.0001,0.9113,-1.0,0.0,1.0,0.0
