N_qubits,beta,gamma,Prof_p,N_mc,Toler,Learning rate,Tiempo ejecucion,Primer minimo,Δ True Min
2,0.1,0.5,4,100,0.05,0.5,27.6417,2.5,1.3775
2,0.1,0.25,2,50,0.05,0.5,13.8117,2.2,1.0774999999999997
2,0.1,0.25,2,100,0.05,0.5,26.6867,2.5,1.3775
2,0.1,0.25,3,50,0.05,0.5,14.8637,1.6,0.4774999999999998
2,0.1,0.25,3,100,0.05,0.5,25.4567,1.1,0.022499999999999964
2,0.1,0.25,4,50,0.05,0.5,13.3708,2.5,1.3775
2,0.1,0.25,4,100,0.05,0.5,24.8798,2.4,1.2774999999999994
2,0.1,0.1,2,50,0.05,0.5,11.0737,1.3,0.17749999999999977
2,0.1,0.1,2,100,0.05,0.5,28.0257,2.2,1.0774999999999997
2,0.1,0.1,3,50,0.05,0.5,11.8348,2.7,1.5774999999999992
2,0.1,0.1,3,100,0.05,0.5,26.6777,1.6,0.4774999999999998
2,0.1,0.1,4,50,0.05,0.5,14.1677,1.7,0.5774999999999997
2,0.1,0.1,4,100,0.05,0.5,29.8817,2.1,0.9774999999999996
2,0.1,0.05,2,50,0.05,0.5,14.4768,1.2,0.0774999999999999
2,0.1,0.05,2,100,0.05,0.5,26.7497,1.1,0.022499999999999964
2,0.1,0.05,3,50,0.05,0.5,12.6257,2.1,0.9774999999999996
2,0.1,0.05,3,100,0.05,0.5,29.5178,2.3,1.1774999999999998
2,0.1,0.05,4,50,0.05,0.5,12.2355,0.9,0.22250000000000003
2,0.1,0.05,4,100,0.05,0.5,25.6797,2.0,0.8774999999999997
2,0.1,0.01,2,50,0.05,0.5,14.2607,2.1,0.9774999999999996
2,0.1,0.01,2,100,0.05,0.5,25.1298,1.1,0.022499999999999964
2,0.1,0.01,3,50,0.05,0.5,11.2637,2.2,1.0774999999999997
2,0.1,0.01,3,100,0.05,0.5,23.5148,1.3,0.17749999999999977
2,0.1,0.01,4,50,0.05,0.5,12.3964,2.7,1.5774999999999992
2,0.1,0.01,4,100,0.05,0.5,26.629,1.6,0.4774999999999998
3,0.5,0.5,2,50,0.05,0.5,31.5076,1.6,0.4774999999999998
3,0.5,0.5,2,100,0.05,0.5,72.5968,2.7,1.5774999999999992
3,0.5,0.5,3,50,0.05,0.5,27.4396,2.2,1.0774999999999997
3,0.5,0.5,3,100,0.05,0.5,63.9857,1.8,0.6774999999999998
3,0.5,0.5,4,50,0.05,0.5,41.7416,2.2,1.0774999999999997
3,0.5,0.5,4,100,0.05,0.5,87.2255,1.3,0.17749999999999977
3,0.5,0.25,2,50,0.05,0.5,32.4799,0.9,0.22250000000000003
3,0.5,0.25,2,100,0.05,0.5,64.1117,2.2,1.0774999999999997
3,0.5,0.25,3,50,0.05,0.5,40.7566,2.2,1.0774999999999997
3,0.5,0.25,3,100,0.05,0.5,89.2264,2.1,0.9774999999999996
3,0.5,0.25,4,50,0.05,0.5,40.298,2.3,1.1774999999999998
3,0.5,0.25,4,100,0.05,0.5,87.7407,2.7,1.5774999999999992
3,0.5,0.1,2,50,0.05,0.5,49.5856,1.9,0.7774999999999996
3,0.5,0.1,2,100,0.05,0.5,95.8517,1.5,0.37749999999999995
3,0.5,0.1,3,50,0.05,0.5,48.6502,1.5,0.37749999999999995
3,0.5,0.1,3,100,0.05,0.5,104.1994,1.1,0.022499999999999964
3,0.5,0.1,4,50,0.05,0.5,56.8402,1.6,0.4774999999999998
3,0.5,0.1,4,100,0.05,0.5,122.5767,1.4,0.27749999999999986
3,0.5,0.05,2,50,0.05,0.5,47.5786,1.6,0.4774999999999998
3,0.5,0.05,2,100,0.05,0.5,106.8799,1.1,0.022499999999999964
3,0.5,0.05,3,50,0.05,0.5,53.8616,2.4,1.2774999999999994
3,0.5,0.05,3,100,0.05,0.5,102.1064,1.8,0.6774999999999998
3,0.5,0.05,4,50,0.05,0.5,43.3407,1.0,0.12250000000000005
3,0.5,0.05,4,100,0.05,0.5,100.8392,2.4,1.2774999999999994
3,0.5,0.01,2,50,0.05,0.5,51.283,2.8,1.6774999999999998
3,0.5,0.01,2,100,0.05,0.5,90.0128,2.8,1.6774999999999998
3,0.5,0.01,3,50,0.05,0.5,49.9485,2.2,1.0774999999999997
3,0.5,0.01,3,100,0.05,0.5,88.4046,2.3,1.1774999999999998
3,0.5,0.01,4,50,0.05,0.5,45.9132,1.3,0.17749999999999977
3,0.5,0.01,4,100,0.05,0.5,104.541,1.6,0.4774999999999998
3,0.3,0.5,2,50,0.05,0.5,49.9325,1.2,0.0774999999999999
3,0.3,0.5,2,100,0.05,0.5,101.6678,1.1,0.022499999999999964
3,0.3,0.5,3,50,0.05,0.5,56.8414,2.8,1.6774999999999998
3,0.3,0.5,3,100,0.05,0.5,116.6386,0.8,0.3225
3,0.3,0.5,4,50,0.05,0.5,53.8076,1.9,0.7774999999999996
3,0.3,0.5,4,100,0.05,0.5,109.2531,2.7,1.5774999999999992
3,0.3,0.25,2,50,0.05,0.5,46.0252,1.1,0.022499999999999964
3,0.3,0.25,2,100,0.05,0.5,79.0846,2.3,1.1774999999999998
3,0.3,0.25,3,50,0.05,0.5,37.6417,2.4,1.2774999999999994
3,0.3,0.25,3,100,0.05,0.5,77.4377,2.2,1.0774999999999997
3,0.3,0.25,4,50,0.05,0.5,28.0877,1.6,0.4774999999999998
3,0.3,0.25,4,100,0.05,0.5,60.1227,1.4,0.27749999999999986
3,0.3,0.1,2,50,0.05,0.5,32.4907,1.8,0.6774999999999998
3,0.3,0.1,2,100,0.05,0.5,65.3845,2.5,1.3775
3,0.3,0.1,3,50,0.05,0.5,36.133,1.4,0.27749999999999986
3,0.3,0.1,3,100,0.05,0.5,74.8506,2.5,1.3775
3,0.3,0.1,4,50,0.05,0.5,37.2547,2.2,1.0774999999999997
3,0.3,0.1,4,100,0.05,0.5,78.4726,2.5,1.3775
3,0.3,0.05,2,50,0.05,0.5,36.4327,2.2,1.0774999999999997
3,0.3,0.05,2,100,0.05,0.5,81.1067,2.2,1.0774999999999997
3,0.3,0.05,3,50,0.05,0.5,36.8207,2.4,1.2774999999999994
3,0.3,0.05,3,100,0.05,0.5,71.7956,1.4,0.27749999999999986
3,0.3,0.05,4,50,0.05,0.5,42.5942,2.1,0.9774999999999996
3,0.3,0.05,4,100,0.05,0.5,78.3403,2.5,1.3775
3,0.3,0.01,2,50,0.05,0.5,32.1677,2.4,1.2774999999999994
3,0.3,0.01,2,100,0.05,0.5,60.3547,2.4,1.2774999999999994
3,0.3,0.01,3,50,0.05,0.5,37.2988,2.0,0.8774999999999997
3,0.3,0.01,3,100,0.05,0.5,64.8596,2.7,1.5774999999999992
3,0.3,0.01,4,50,0.05,0.5,38.7317,2.3,1.1774999999999998
3,0.3,0.01,4,100,0.05,0.5,84.7466,2.5,1.3775
3,0.1,0.5,2,50,0.05,0.5,34.0147,1.5,0.37749999999999995
3,0.1,0.5,2,100,0.05,0.5,76.5177,0.8,0.3225
3,0.1,0.5,3,50,0.05,0.5,30.7977,1.9,0.7774999999999996
3,0.1,0.5,3,100,0.05,0.5,69.608,1.5,0.37749999999999995
3,0.1,0.5,4,50,0.05,0.5,27.1944,2.0,0.8774999999999997
3,0.1,0.5,4,100,0.05,0.5,67.4657,2.3,1.1774999999999998
3,0.1,0.25,2,50,0.05,0.5,36.7767,2.5,1.3775
3,0.1,0.25,2,100,0.05,0.5,73.0678,2.5,1.3775
3,0.1,0.25,3,50,0.05,0.5,39.6436,2.5,1.3775
3,0.1,0.25,3,100,0.05,0.5,73.3485,1.1,0.022499999999999964
3,0.1,0.25,4,50,0.05,0.5,36.877,1.3,0.17749999999999977
3,0.1,0.25,4,100,0.05,0.5,67.969,2.2,1.0774999999999997
3,0.1,0.1,2,50,0.05,0.5,37.7984,2.7,1.5774999999999992
3,0.1,0.1,2,100,0.05,0.5,88.0597,2.0,0.8774999999999997
3,0.1,0.1,3,50,0.05,0.5,31.2007,1.0,0.12250000000000005
3,0.1,0.1,3,100,0.05,0.5,71.0387,2.1,0.9774999999999996
3,0.1,0.1,4,50,0.05,0.5,36.7717,2.1,0.9774999999999996
3,0.1,0.1,4,100,0.05,0.5,79.0457,2.1,0.9774999999999996
3,0.1,0.05,2,50,0.05,0.5,37.2947,2.3,1.1774999999999998
3,0.1,0.05,2,100,0.05,0.5,67.5777,2.7,1.5774999999999992
3,0.1,0.05,3,50,0.05,0.5,34.4608,1.3,0.17749999999999977
3,0.1,0.05,3,100,0.05,0.5,70.9985,2.7,1.5774999999999992
3,0.1,0.05,4,50,0.05,0.5,44.6638,1.1,0.022499999999999964
3,0.1,0.05,4,100,0.05,0.5,86.9686,2.5,1.3775
3,0.1,0.01,2,50,0.05,0.5,31.9387,2.4,1.2774999999999994
3,0.1,0.01,2,100,0.05,0.5,63.8527,2.1,0.9774999999999996
3,0.1,0.01,3,50,0.05,0.5,36.9317,2.6,1.4774999999999996
3,0.1,0.01,3,100,0.05,0.5,66.6327,1.9,0.7774999999999996
3,0.1,0.01,4,50,0.05,0.5,36.6747,0.8,0.3225
3,0.1,0.01,4,100,0.05,0.5,80.3177,1.5,0.37749999999999995
4,0.5,0.5,2,50,0.05,0.5,86.1956,1.8,0.6774999999999998
4,0.5,0.5,2,100,0.05,0.5,189.2825,1.9,0.7774999999999996
4,0.5,0.5,3,50,0.05,0.5,64.5692,1.5,0.37749999999999995
4,0.5,0.5,3,100,0.05,0.5,161.2538,1.3,0.17749999999999977
4,0.5,0.5,4,50,0.05,0.5,77.0645,1.0,0.12250000000000005
4,0.5,0.5,4,100,0.05,0.5,158.2686,1.8,0.6774999999999998
4,0.5,0.25,2,50,0.05,0.5,88.4155,2.6,1.4774999999999996
4,0.5,0.25,2,100,0.05,0.5,186.0175,1.3,0.17749999999999977
4,0.5,0.25,3,50,0.05,0.5,81.8195,2.2,1.0774999999999997
4,0.5,0.25,3,100,0.05,0.5,159.3766,1.7,0.5774999999999997
4,0.5,0.25,4,50,0.05,0.5,73.3846,1.3,0.17749999999999977
4,0.5,0.25,4,100,0.05,0.5,169.7175,1.7,0.5774999999999997
4,0.5,0.1,2,50,0.05,0.5,114.8295,2.2,1.0774999999999997
4,0.5,0.1,2,100,0.05,0.5,212.3426,2.7,1.5774999999999992
4,0.5,0.1,3,50,0.05,0.5,78.2562,1.1,0.022499999999999964
4,0.5,0.1,3,100,0.05,0.5,195.8148,1.5,0.37749999999999995
4,0.5,0.1,4,50,0.05,0.5,137.5985,1.6,0.4774999999999998
4,0.5,0.1,4,100,0.05,0.5,240.1706,1.9,0.7774999999999996
4,0.5,0.05,2,50,0.05,0.5,120.6863,1.6,0.4774999999999998
4,0.5,0.05,2,100,0.05,0.5,227.6128,1.4,0.27749999999999986
4,0.5,0.05,3,50,0.05,0.5,130.5216,1.6,0.4774999999999998
4,0.5,0.05,3,100,0.05,0.5,261.3274,1.5,0.37749999999999995
4,0.5,0.05,4,50,0.05,0.5,94.9741,1.9,0.7774999999999996
4,0.5,0.05,4,100,0.05,0.5,233.8581,1.6,0.4774999999999998
4,0.5,0.01,2,50,0.05,0.5,84.4746,1.8,0.6774999999999998
4,0.5,0.01,2,100,0.05,0.5,188.8165,2.5,1.3775
4,0.5,0.01,3,50,0.05,0.5,112.9202,2.4,1.2774999999999994
4,0.5,0.01,3,100,0.05,0.5,184.407,0.9,0.22250000000000003
4,0.5,0.01,4,50,0.05,0.5,81.3704,1.7,0.5774999999999997
4,0.5,0.01,4,100,0.05,0.5,159.0836,2.0,0.8774999999999997
4,0.3,0.5,2,50,0.05,0.5,88.7956,1.1,0.022499999999999964
4,0.3,0.5,2,100,0.05,0.5,118.1436,1.3,0.17749999999999977
4,0.3,0.5,3,50,0.05,0.5,79.4375,1.1,0.022499999999999964
4,0.3,0.5,3,100,0.05,0.5,167.6896,1.5,0.37749999999999995
4,0.3,0.5,4,50,0.05,0.5,106.9064,2.7,1.5774999999999992
4,0.3,0.5,4,100,0.05,0.5,198.0216,2.6,1.4774999999999996
4,0.3,0.25,2,50,0.05,0.5,75.9292,2.0,0.8774999999999997
4,0.3,0.25,2,100,0.05,0.5,147.711,1.4,0.27749999999999986
4,0.3,0.25,3,50,0.05,0.5,59.0085,0.8,0.3225
4,0.3,0.25,3,100,0.05,0.5,129.8366,2.7,1.5774999999999992
4,0.3,0.25,4,50,0.05,0.5,77.5875,2.0,0.8774999999999997
4,0.3,0.25,4,100,0.05,0.5,155.7625,2.0,0.8774999999999997
4,0.3,0.1,2,50,0.05,0.5,89.5227,1.4,0.27749999999999986
4,0.3,0.1,2,100,0.05,0.5,179.0242,2.4,1.2774999999999994
4,0.3,0.1,3,50,0.05,0.5,84.5097,2.5,1.3775
4,0.3,0.1,3,100,0.05,0.5,164.0646,2.1,0.9774999999999996
4,0.3,0.1,4,50,0.05,0.5,102.4854,1.1,0.022499999999999964
4,0.3,0.1,4,100,0.05,0.5,206.5326,2.3,1.1774999999999998
4,0.3,0.05,2,50,0.05,0.5,89.4842,1.5,0.37749999999999995
4,0.3,0.05,2,100,0.05,0.5,228.1822,0.8,0.3225
4,0.3,0.05,3,50,0.05,0.5,126.5482,2.5,1.3775
4,0.3,0.05,3,100,0.05,0.5,226.3937,1.6,0.4774999999999998
4,0.3,0.05,4,50,0.05,0.5,136.6532,1.0,0.12250000000000005
4,0.3,0.05,4,100,0.05,0.5,291.1376,1.7,0.5774999999999997
4,0.3,0.01,2,50,0.05,0.5,74.2445,2.0,0.8774999999999997
4,0.3,0.01,2,100,0.05,0.5,157.4736,1.5,0.37749999999999995
4,0.3,0.01,3,50,0.05,0.5,73.9934,2.2,1.0774999999999997
4,0.3,0.01,3,100,0.05,0.5,156.9825,2.7,1.5774999999999992
4,0.3,0.01,4,50,0.05,0.5,105.5708,0.9,0.22250000000000003
4,0.3,0.01,4,100,0.05,0.5,249.4904,1.9,0.7774999999999996
4,0.1,0.5,2,50,0.05,0.5,138.0973,2.7,1.5774999999999992
4,0.1,0.5,2,100,0.05,0.5,303.9823,1.4,0.27749999999999986
4,0.1,0.5,3,50,0.05,0.5,100.6996,1.6,0.4774999999999998
4,0.1,0.5,3,100,0.05,0.5,182.5285,2.3,1.1774999999999998
4,0.1,0.5,4,50,0.05,0.5,69.1005,1.3,0.17749999999999977
4,0.1,0.5,4,100,0.05,0.5,172.7516,2.2,1.0774999999999997
4,0.1,0.25,2,50,0.05,0.5,95.7246,1.6,0.4774999999999998
4,0.1,0.25,2,100,0.05,0.5,171.7905,1.6,0.4774999999999998
4,0.1,0.25,3,50,0.05,0.5,91.3785,1.6,0.4774999999999998
4,0.1,0.25,3,100,0.05,0.5,206.0646,1.9,0.7774999999999996
4,0.1,0.25,4,50,0.05,0.5,113.0322,1.6,0.4774999999999998
4,0.1,0.25,4,100,0.05,0.5,198.1769,2.4,1.2774999999999994
4,0.1,0.1,2,50,0.05,0.5,132.7925,1.4,0.27749999999999986
4,0.1,0.1,2,100,0.05,0.5,317.5291,0.9,0.22250000000000003
4,0.1,0.1,3,50,0.05,0.5,146.4765,1.2,0.0774999999999999
4,0.1,0.1,3,100,0.05,0.5,243.0514,2.2,1.0774999999999997
4,0.1,0.1,4,50,0.05,0.5,126.5506,1.6,0.4774999999999998
4,0.1,0.1,4,100,0.05,0.5,181.4336,2.2,1.0774999999999997
4,0.1,0.05,2,50,0.05,0.5,110.2084,1.5,0.37749999999999995
4,0.1,0.05,2,100,0.05,0.5,222.2803,1.2,0.0774999999999999
4,0.1,0.05,3,50,0.05,0.5,94.1089,2.7,1.5774999999999992
4,0.1,0.05,3,100,0.05,0.5,188.8471,1.1,0.022499999999999964
4,0.1,0.05,4,50,0.05,0.5,78.7136,1.6,0.4774999999999998
4,0.1,0.05,4,100,0.05,0.5,161.1225,2.2,1.0774999999999997
4,0.1,0.01,2,50,0.05,0.5,83.1786,1.4,0.27749999999999986
4,0.1,0.01,2,100,0.05,0.5,183.0317,1.6,0.4774999999999998
4,0.1,0.01,3,50,0.05,0.5,156.5563,2.5,1.3775
4,0.1,0.01,3,100,0.05,0.5,301.1144,1.5,0.37749999999999995
4,0.1,0.01,4,50,0.05,0.5,164.2793,1.2,0.0774999999999999
4,0.1,0.01,4,100,0.05,0.5,294.4626,2.0,0.8774999999999997
