N_iter,N_mc,Toler,Learning rate,Tiempo ejecucion,Primer minimo,Δ True Min
500,50,0.0001,0.01,0.407,1.8,0.6775
500,50,0.0001,0.0001,0.0111,2.6,1.4775
500,100,0.1,0.1,0.024,1.0,0.12250000000000005
500,100,0.1,0.05,0.0238,1.2,0.0774999999999999
500,100,0.1,0.01,0.0262,2.5,1.3775
500,100,0.1,0.0001,0.0239,2.1,0.9775
500,100,0.05,0.1,0.0258,2.0,0.8775
500,100,0.05,0.05,0.0252,2.4,1.2774999999999999
500,100,0.05,0.01,0.026,1.2,0.0774999999999999
500,100,0.05,0.0001,0.0264,1.2,0.0774999999999999
500,100,0.01,0.1,0.0429,2.9,1.7774999999999999
500,100,0.01,0.05,0.0294,2.7,1.5775000000000001
500,100,0.01,0.01,0.0212,1.1,0.022499999999999964
500,100,0.01,0.0001,0.0254,2.7,1.5775000000000001
500,100,0.0001,0.1,1.9474,1.4499,0.3273999999999999
500,100,0.0001,0.05,1.8231,2.7,1.5775000000000001
500,100,0.0001,0.01,1.5724,1.9,0.7774999999999999
500,100,0.0001,0.0001,0.0245,1.0,0.12250000000000005
500,150,0.1,0.1,0.0344,1.5,0.37749999999999995
500,150,0.1,0.05,0.0343,2.1,0.9775
500,150,0.1,0.01,0.0346,1.1,0.022499999999999964
500,150,0.1,0.0001,0.0335,1.1,0.022499999999999964
500,150,0.05,0.1,0.0339,1.0,0.12250000000000005
500,150,0.05,0.05,0.0347,2.0,0.8775
500,150,0.05,0.01,0.0341,2.6,1.4775
500,150,0.05,0.0001,0.0343,2.1,0.9775
500,150,0.01,0.1,0.052,1.9,0.7774999999999999
500,150,0.01,0.05,0.0431,1.2,0.0774999999999999
500,150,0.01,0.01,0.0342,1.9,0.7774999999999999
500,150,0.01,0.0001,0.0349,1.4,0.27749999999999986
500,150,0.0001,0.1,3.5798,1.1063,0.016199999999999992
500,150,0.0001,0.05,3.4605,2.5,1.3775
500,150,0.0001,0.01,1.6584,-23.4506,24.5731
500,150,0.0001,0.0001,0.0262,1.0,0.12250000000000005
500,200,0.1,0.1,0.0334,1.5,0.37749999999999995
500,200,0.1,0.05,0.0358,1.4,0.27749999999999986
500,200,0.1,0.01,0.0351,2.8,1.6774999999999998
500,200,0.1,0.0001,0.0353,2.7,1.5775000000000001
500,200,0.05,0.1,0.0325,2.2,1.0775000000000001
500,200,0.05,0.05,0.0349,2.6,1.4775
500,200,0.05,0.01,0.0336,0.9,0.22250000000000003
500,200,0.05,0.0001,0.0321,2.9,1.7774999999999999
500,200,0.01,0.1,0.0605,2.0,0.8775
500,200,0.01,0.05,0.0401,2.0,0.8775
500,200,0.01,0.01,0.035,1.0,0.12250000000000005
500,200,0.01,0.0001,0.0353,1.5,0.37749999999999995
500,200,0.0001,0.1,3.2515,1.8,0.6775
500,200,0.0001,0.05,2.7491,2.8,1.6774999999999998
500,200,0.0001,0.01,1.8152,3.1716,2.0491
500,200,0.0001,0.0001,0.0332,1.4,0.27749999999999986
1000,50,0.1,0.1,0.0098,1.1,0.022499999999999964
1000,50,0.1,0.05,0.0096,1.2,0.0774999999999999
1000,50,0.1,0.01,0.0095,2.6,1.4775
1000,50,0.1,0.0001,0.0096,1.9,0.7774999999999999
1000,50,0.05,0.1,0.0086,0.9,0.22250000000000003
1000,50,0.05,0.05,0.0096,2.6,1.4775
1000,50,0.05,0.01,0.0092,2.7,1.5775000000000001
1000,50,0.05,0.0001,0.0097,2.8,1.6774999999999998
1000,50,0.01,0.1,0.0164,2.8,1.6774999999999998
1000,50,0.01,0.05,0.013,0.9,0.22250000000000003
1000,50,0.01,0.01,0.0093,1.0,0.12250000000000005
1000,50,0.01,0.0001,0.0092,1.2,0.0774999999999999
1000,50,0.0001,0.1,1.9989,1.4791,0.35660000000000003
1000,50,0.0001,0.05,1.0923,2.4,1.2774999999999999
1000,50,0.0001,0.01,0.6784,2.6,1.4775
1000,50,0.0001,0.0001,0.0096,0.9,0.22250000000000003
1000,100,0.1,0.1,0.0194,2.6,1.4775
1000,100,0.1,0.05,0.0175,1.2,0.0774999999999999
1000,100,0.1,0.01,0.0183,2.0,0.8775
1000,100,0.1,0.0001,0.0199,2.1,0.9775
1000,100,0.05,0.1,0.0165,2.9,1.7774999999999999
1000,100,0.05,0.05,0.0177,1.6,0.47750000000000004
1000,100,0.05,0.01,0.0171,1.8,0.6775
1000,100,0.05,0.0001,0.0184,1.3,0.1775
1000,100,0.01,0.1,0.0271,1.5,0.37749999999999995
1000,100,0.01,0.05,0.0163,1.0,0.12250000000000005
1000,100,0.01,0.01,0.0184,2.5,1.3775
1000,100,0.01,0.0001,0.0168,2.2,1.0775000000000001
1000,100,0.0001,0.1,1.9509,2.9,1.7774999999999999
1000,100,0.0001,0.05,2.4302,2.2,1.0775000000000001
1000,100,0.0001,0.01,1.1222,1.3,0.1775
1000,100,0.0001,0.0001,0.0173,2.6,1.4775
1000,150,0.1,0.1,0.0267,1.5,0.37749999999999995
1000,150,0.1,0.05,0.0251,1.4,0.27749999999999986
1000,150,0.1,0.01,0.025,2.3,1.1774999999999998
1000,150,0.1,0.0001,0.0242,2.2,1.0775000000000001
1000,150,0.05,0.1,0.0247,1.4,0.27749999999999986
1000,150,0.05,0.05,0.0286,2.6,1.4775
1000,150,0.05,0.01,0.0271,2.1,0.9775
1000,150,0.05,0.0001,0.0261,1.8,0.6775
1000,150,0.01,0.1,0.0365,1.0,0.12250000000000005
1000,150,0.01,0.05,0.0298,1.1,0.022499999999999964
1000,150,0.01,0.01,0.0259,2.5,1.3775
1000,150,0.01,0.0001,0.0272,1.6,0.47750000000000004
1000,150,0.0001,0.1,4.1882,1.4791,0.35660000000000003
1000,150,0.0001,0.05,3.3784,2.0,0.8775
1000,150,0.0001,0.01,1.8812,1.4,0.27749999999999986
1000,150,0.0001,0.0001,0.025,2.5,1.3775
1000,200,0.1,0.1,0.0362,1.6,0.47750000000000004
1000,200,0.1,0.05,0.0358,1.3,0.1775
1000,200,0.1,0.01,0.0337,2.9,1.7774999999999999
1000,200,0.1,0.0001,0.0399,1.5,0.37749999999999995
1000,200,0.05,0.1,0.034,1.2,0.0774999999999999
1000,200,0.05,0.05,0.0364,1.1,0.022499999999999964
1000,200,0.05,0.01,0.0339,2.1,0.9775
1000,200,0.05,0.0001,0.0364,2.1,0.9775
1000,200,0.01,0.1,0.0551,2.0,0.8775
1000,200,0.01,0.05,0.0413,1.5,0.37749999999999995
1000,200,0.01,0.01,0.0335,1.8,0.6775
1000,200,0.01,0.0001,0.0327,2.0,0.8775
1000,200,0.0001,0.1,4.5954,2.7,1.5775000000000001
1000,200,0.0001,0.05,4.7176,1.8,0.6775
1000,200,0.0001,0.01,1.6633,1.3,0.1775
1000,200,0.0001,0.0001,0.0331,2.3,1.1774999999999998
2000,50,0.1,0.1,0.0095,1.2,0.0774999999999999
2000,50,0.1,0.05,0.0091,2.4,1.2774999999999999
2000,50,0.1,0.01,0.0093,2.1,0.9775
2000,50,0.1,0.0001,0.0086,1.3,0.1775
2000,50,0.05,0.1,0.0092,2.0,0.8775
2000,50,0.05,0.05,0.0083,1.8,0.6775
2000,50,0.05,0.01,0.0098,1.8,0.6775
2000,50,0.05,0.0001,0.0098,2.7,1.5775000000000001
2000,50,0.01,0.1,0.0145,1.7,0.5774999999999999
2000,50,0.01,0.05,0.0132,1.5,0.37749999999999995
2000,50,0.01,0.01,0.0099,1.3,0.1775
2000,50,0.01,0.0001,0.0091,2.4,1.2774999999999999
2000,50,0.0001,0.1,1.031,1.8,0.6775
2000,50,0.0001,0.05,1.4184,2.0,0.8775
2000,50,0.0001,0.01,0.4283,3.8633,2.7408
2000,50,0.0001,0.0001,0.0095,2.9,1.7774999999999999
2000,100,0.1,0.1,0.0171,2.9,1.7774999999999999
2000,100,0.1,0.05,0.0167,1.8,0.6775
2000,100,0.1,0.01,0.0167,2.8,1.6774999999999998
2000,100,0.1,0.0001,0.0168,2.2,1.0775000000000001
2000,100,0.05,0.1,0.0181,2.0,0.8775
2000,100,0.05,0.05,0.0173,2.9,1.7774999999999999
2000,100,0.05,0.01,0.0189,1.9,0.7774999999999999
2000,100,0.05,0.0001,0.0175,1.0,0.12250000000000005
2000,100,0.01,0.1,0.0285,1.1,0.022499999999999964
2000,100,0.01,0.05,0.0222,1.5,0.37749999999999995
2000,100,0.01,0.01,0.0181,2.4,1.2774999999999999
2000,100,0.01,0.0001,0.0177,2.4,1.2774999999999999
2000,100,0.0001,0.1,2.4296,-13522.9286,13524.051099999999
2000,100,0.0001,0.05,1.4973,1.8,0.6775
2000,100,0.0001,0.01,1.5615,2.0,0.8775
2000,100,0.0001,0.0001,0.0185,1.9,0.7774999999999999
2000,150,0.1,0.1,0.0239,1.9,0.7774999999999999
2000,150,0.1,0.05,0.0282,1.1,0.022499999999999964
2000,150,0.1,0.01,0.026,1.4,0.27749999999999986
2000,150,0.1,0.0001,0.0276,2.2,1.0775000000000001
2000,150,0.05,0.1,0.0233,2.7,1.5775000000000001
2000,150,0.05,0.05,0.0268,2.4,1.2774999999999999
2000,150,0.05,0.01,0.0258,1.8,0.6775
2000,150,0.05,0.0001,0.0257,2.4,1.2774999999999999
2000,150,0.01,0.1,0.0475,2.5,1.3775
2000,150,0.01,0.05,0.0375,2.8,1.6774999999999998
2000,150,0.01,0.01,0.0237,1.7,0.5774999999999999
2000,150,0.01,0.0001,0.0254,2.3,1.1774999999999998
2000,150,0.0001,0.1,3.4495,9472663.3526,9472662.2301
2000,150,0.0001,0.05,4.6406,2.6,1.4775
2000,150,0.0001,0.01,1.356,3.8633,2.7408
2000,150,0.0001,0.0001,0.0247,2.4,1.2774999999999999
2000,200,0.1,0.1,0.0352,2.7,1.5775000000000001
2000,200,0.1,0.05,0.0326,1.9,0.7774999999999999
2000,200,0.1,0.01,0.033,0.9,0.22250000000000003
2000,200,0.1,0.0001,0.0358,1.4,0.27749999999999986
2000,200,0.05,0.1,0.0364,0.9,0.22250000000000003
2000,200,0.05,0.05,0.0356,2.7,1.5775000000000001
2000,200,0.05,0.01,0.0362,1.7,0.5774999999999999
2000,200,0.05,0.0001,0.0337,1.0,0.12250000000000005
2000,200,0.01,0.1,0.0477,2.6,1.4775
2000,200,0.01,0.05,0.0384,2.5,1.3775
2000,200,0.01,0.01,0.034,2.9,1.7774999999999999
2000,200,0.01,0.0001,0.0331,2.7,1.5775000000000001
2000,200,0.0001,0.1,4.8321,2.0,0.8775
2000,200,0.0001,0.05,5.693,1.7,0.5774999999999999
2000,200,0.0001,0.01,2.3745,1.4,0.27749999999999986
2000,200,0.0001,0.0001,0.0335,1.0,0.12250000000000005
